;Mixture;x1;x2;SMILES1;SMILES2;Count dens binary;Count actcoeff binary;Count sos binary;Count dielec binary;Count eme binary;Count emcp binary;Mixture Count emv binary;Mixture Count all
85;2-propanol__cyclohexane;2-propanol;cyclohexane;CC(C)O;C1CCCCC1;78.0;0.0;78.0;0.0;9.0;0.0;0.0;165.0
90;propane__butane;propane;butane;CCC;CCCC;157.0;0.0;0.0;0.0;0.0;0.0;0.0;157.0
91;2,2-dimethyl-1,3-propanediol__water;2,2-dimethyl-1,3-propanediol;water;CC(C)(CO)CO;O;156.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0
95;ethanol__cyclohexane;ethanol;cyclohexane;CCO;C1CCCCC1;111.0;0.0;39.0;0.0;0.0;0.0;0.0;150.0
96;hexane__heptane;hexane;heptane;CCCCCC;CCCCCCC;149.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0
100;ethanol__isooctane;ethanol;isooctane;CCO;CCCCCC(C)C;72.0;0.0;72.0;0.0;0.0;0.0;0.0;144.0
114;3-methylpentane-1,5-diol__water;3-methylpentane-1,5-diol;water;CC(CCO)CCO;O;138.0;0.0;0.0;0.0;0.0;0.0;0.0;138.0
120;ethanol__2-methyl-1-butanol;ethanol;2-methyl-1-butanol;CCO;CCC(C)CO;116.0;0.0;18.0;0.0;0.0;0.0;0.0;134.0
125;1-propanol__tert-butanol;1-propanol;tert-butanol;CCCO;CC(C)(C)O;66.0;0.0;66.0;0.0;0.0;0.0;0.0;132.0
127;2-propanol__tert-butanol;2-propanol;tert-butanol;CC(C)O;CC(C)(C)O;66.0;0.0;66.0;0.0;0.0;0.0;0.0;132.0
146;ethanol__hexane;ethanol;hexane;CCO;CCCCCC;39.0;0.0;39.0;0.0;17.0;0.0;23.0;118.0
158;1-propanol__2,2,4-trimethylpentane;1-propanol;2,2,4-trimethylpentane;CCCO;CC(C)CC(C)(C)C;108.0;0.0;0.0;0.0;0.0;0.0;0.0;108.0
160;pentane__heptane;pentane;heptane;CCCCC;CCCCCCC;107.0;0.0;0.0;0.0;0.0;0.0;0.0;107.0
166;methanol__1-propanol;methanol;1-propanol;CO;CCCO;0.0;0.0;0.0;105.0;0.0;0.0;0.0;105.0
169;2-methoxyethanol__tert-butyl ethyl ether;2-methoxyethanol;tert-butyl ethyl ether;COCCO;CCOC(C)(C)C;105.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0
170;methanol__2-propanol;methanol;2-propanol;CO;CC(C)O;0.0;0.0;0.0;105.0;0.0;0.0;0.0;105.0
172;methanol__2-methyl-1-propanol;methanol;2-methyl-1-propanol;CO;CC(C)CO;0.0;0.0;0.0;105.0;0.0;0.0;0.0;105.0
173;methanol__1-butanol;methanol;1-butanol;CO;CCCCO;0.0;0.0;0.0;105.0;0.0;0.0;0.0;105.0
176;1-propanol__cyclopentane;1-propanol;cyclopentane;CCCO;C1CCCC1;63.0;0.0;39.0;0.0;0.0;0.0;0.0;102.0
183;pentane__hexane;pentane;hexane;CCCCC;CCCCCC;100.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
185;ethanol__3-methyl-1-butanol;ethanol;3-methyl-1-butanol;CCO;CC(C)CCO;98.0;0.0;0.0;0.0;0.0;0.0;0.0;98.0
186;ethanol__2-methyl-2-butanol;ethanol;2-methyl-2-butanol;CCO;CCC(C)(C)O;98.0;0.0;0.0;0.0;0.0;0.0;0.0;98.0
205;2-methoxyethanol__1-hexanol;2-methoxyethanol;1-hexanol;COCCO;CCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
207;tetrahydrofuran__n-hexyl alcohol;tetrahydrofuran;n-hexyl alcohol;C1CCOC1;CCCCCCO;48.0;0.0;48.0;0.0;0.0;0.0;0.0;96.0
212;methanol__2-methyl-2-propanol;methanol;2-methyl-2-propanol;CO;CC(C)(C)O;0.0;0.0;0.0;95.0;0.0;0.0;0.0;95.0
213;1-butanol__2-methyltetrahydrofuran;1-butanol;2-methyltetrahydrofuran;CCCCO;CC1CCCO1;27.0;0.0;34.0;0.0;33.0;0.0;0.0;94.0
214;1-butanol__water;1-butanol;water;CCCCO;O;75.0;8.0;11.0;0.0;0.0;0.0;0.0;94.0
215;1-butanol__heptane;1-butanol;heptane;CCCCO;CCCCCCC;55.0;0.0;0.0;0.0;38.0;0.0;0.0;93.0
220;2-(2-methylpropoxy)ethanol__water;2-(2-methylpropoxy)ethanol;water;CC(C)COCCO;O;45.0;0.0;45.0;0.0;0.0;0.0;0.0;90.0
221;oxacyclopentane__water;oxacyclopentane;water;C1CCOC1;O;90.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0
222;1-propanol__cyclohexane;1-propanol;cyclohexane;CCCO;C1CCCCC1;50.0;0.0;39.0;0.0;0.0;0.0;0.0;89.0
223;1-butanol__cyclopentane;1-butanol;cyclopentane;CCCCO;C1CCCC1;39.0;0.0;39.0;0.0;11.0;0.0;0.0;89.0
224;ethyl alcohol__pentan-1-ol;ethyl alcohol;pentan-1-ol;CCO;CCCCCO;88.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0
225;2-methoxyethanol__ethanol, 2-ethoxy-;2-methoxyethanol;ethanol, 2-ethoxy-;COCCO;CCOCCO;44.0;0.0;44.0;0.0;0.0;0.0;0.0;88.0
226;ethyl alcohol__n-butyl alcohol;ethyl alcohol;n-butyl alcohol;CCO;CCCCO;88.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0
230;ethyl alcohol__propan-1-ol;ethyl alcohol;propan-1-ol;CCO;CCCO;88.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0
234;2-propanol__1,3-dioxolane;2-propanol;1,3-dioxolane;CC(C)O;C1COCO1;74.0;0.0;11.0;0.0;0.0;0.0;0.0;85.0
238;tetrahydropyran__pentane, 2,2,4-trimethyl-;tetrahydropyran;pentane, 2,2,4-trimethyl-;C1CCOCC1;CC(C)CC(C)(C)C;84.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0
239;1-hexanol__2,2,4-trimethylpentane;1-hexanol;2,2,4-trimethylpentane;CCCCCCO;CC(C)CC(C)(C)C;84.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0
240;2-propanol__tetrahydropyran;2-propanol;tetrahydropyran;CC(C)O;C1CCOCC1;84.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0
246;2-propanol__pentane, 2,2,4-trimethyl-;2-propanol;pentane, 2,2,4-trimethyl-;CC(C)O;CC(C)CC(C)(C)C;84.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0
248;1-butanol__methylcyclohexane;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;33.0;0.0;11.0;0.0;38.0;0.0;0.0;82.0
250;1-butanol__2-methyl-1-propanol;1-butanol;2-methyl-1-propanol;CCCCO;CC(C)CO;81.0;0.0;0.0;0.0;0.0;0.0;0.0;81.0
255;1-pentanol__2,2,4-trimethylpentane;1-pentanol;2,2,4-trimethylpentane;CCCCCO;CC(C)CC(C)(C)C;79.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0
256;2-methyl-1-propanol__water;2-methyl-1-propanol;water;CC(C)CO;O;79.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0
257;2-methyl-2-butanol__tetrahydrofuran;2-methyl-2-butanol;tetrahydrofuran;CCC(C)(C)O;C1CCOC1;39.0;0.0;0.0;0.0;0.0;0.0;39.0;78.0
258;cyclopentane__2-pentanol;cyclopentane;2-pentanol;C1CCCC1;CCCC(C)O;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
259;ethanol__tert-butyl ethyl ether;ethanol;tert-butyl ethyl ether;CCO;CCOC(C)(C)C;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
262;2-propanol__cyclopentane;2-propanol;cyclopentane;CC(C)O;C1CCCC1;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
264;2,2,4-trimethylpentane__tert-butyl ethyl ether;2,2,4-trimethylpentane;tert-butyl ethyl ether;CC(C)CC(C)(C)C;CCOC(C)(C)C;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
268;2-methyl-2-propanol__tert-butyl ethyl ether;2-methyl-2-propanol;tert-butyl ethyl ether;CC(C)(C)O;CCOC(C)(C)C;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
269;ethanol__cyclopentane;ethanol;cyclopentane;CCO;C1CCCC1;39.0;0.0;39.0;0.0;0.0;0.0;0.0;78.0
281;n-heptane__2,2,4-trimethylpentane;n-heptane;2,2,4-trimethylpentane;CCCCCCC;CC(C)CC(C)(C)C;77.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0
283;ethanol__2-propanol;ethanol;2-propanol;CCO;CC(C)O;0.0;0.0;0.0;0.0;76.0;0.0;0.0;76.0
286;ethanol__1-propanol;ethanol;1-propanol;CCO;CCCO;0.0;0.0;0.0;0.0;74.0;0.0;0.0;74.0
287;1-butanol__2-methyl-2-propanol;1-butanol;2-methyl-2-propanol;CCCCO;CC(C)(C)O;72.0;0.0;0.0;0.0;0.0;0.0;0.0;72.0
289;tert-butanol__heptane;tert-butanol;heptane;CC(C)(C)O;CCCCCCC;70.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0
291;1-butanol__tetrahydropyran;1-butanol;tetrahydropyran;CCCCO;C1CCOCC1;0.0;0.0;35.0;0.0;33.0;0.0;0.0;68.0
312;methanol__cyclohexane;methanol;cyclohexane;CO;C1CCCCC1;64.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0
315;2,2,4-trimethylpentane__1,3-dioxolane;2,2,4-trimethylpentane;1,3-dioxolane;CC(C)CC(C)(C)C;C1COCO1;63.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0
316;2-methyl-2-propanol__2,2,4-trimethylpentane;2-methyl-2-propanol;2,2,4-trimethylpentane;CC(C)(C)O;CC(C)CC(C)(C)C;63.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0
317;ethanol__2-methyl-2-propanol;ethanol;2-methyl-2-propanol;CCO;CC(C)(C)O;63.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0
330;cyclohexane__tetrahydropyran;cyclohexane;tetrahydropyran;C1CCCCC1;C1CCOCC1;0.0;0.0;13.0;0.0;32.0;0.0;14.0;59.0
333;ethanol, 2-ethoxy-__cyclohexane;ethanol, 2-ethoxy-;cyclohexane;CCOCCO;C1CCCCC1;0.0;0.0;0.0;0.0;58.0;0.0;0.0;58.0
337;n-propanol__water;n-propanol;water;CCCO;O;56.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0
339;1-hexanol__1,4-dioxane;1-hexanol;1,4-dioxane;CCCCCCO;C1COCCO1;56.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0
346;2-propanol__1-propanol;2-propanol;1-propanol;CC(C)O;CCCO;55.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0
350;1-propanol__isopropyl ether;1-propanol;isopropyl ether;CCCO;CC(C)OC(C)C;32.0;0.0;21.0;0.0;0.0;0.0;0.0;53.0
364;cyclohexane__1,4-dioxane;cyclohexane;1,4-dioxane;C1CCCCC1;C1COCCO1;0.0;0.0;33.0;0.0;19.0;0.0;0.0;52.0
368;1-pentanol__cyclohexane;1-pentanol;cyclohexane;CCCCCO;C1CCCCC1;0.0;0.0;0.0;0.0;51.0;0.0;0.0;51.0
369;hexane__ethanol, 2-ethoxy-;hexane;ethanol, 2-ethoxy-;CCCCCC;CCOCCO;0.0;0.0;0.0;0.0;51.0;0.0;0.0;51.0
382;2,2,4-trimethylpentane__butane, 2-methoxy-2-methyl-;2,2,4-trimethylpentane;butane, 2-methoxy-2-methyl-;CC(C)CC(C)(C)C;CCC(C)(C)OC;48.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0
393;1-hexanol__heptane;1-hexanol;heptane;CCCCCCO;CCCCCCC;45.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0
395;isopropanol__isobutyl alcohol;isopropanol;isobutyl alcohol;CC(C)O;CC(C)CO;45.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0
398;methylcyclohexane__3-methyl-1-butanol;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;33.0;0.0;11.0;0.0;0.0;0.0;0.0;44.0
401;2-methyl-1-propanol__methylcyclohexane;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;33.0;0.0;11.0;0.0;0.0;0.0;0.0;44.0
404;n-propyl alcohol__isobutyl alcohol;n-propyl alcohol;isobutyl alcohol;CCCO;CC(C)CO;44.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0
409;1-propanol__methylcyclohexane;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;33.0;0.0;11.0;0.0;0.0;0.0;0.0;44.0
410;2-propanol__methylcyclohexane;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;33.0;0.0;11.0;0.0;0.0;0.0;0.0;44.0
414;ethanol__isopropyl ether;ethanol;isopropyl ether;CCO;CC(C)OC(C)C;24.0;0.0;0.0;0.0;19.0;0.0;0.0;43.0
419;pentan-1-ol__isooctane;pentan-1-ol;isooctane;CCCCCO;CCCCCC(C)C;0.0;0.0;0.0;0.0;42.0;0.0;0.0;42.0
420;tetrahydropyran__heptane;tetrahydropyran;heptane;C1CCOCC1;CCCCCCC;0.0;0.0;14.0;0.0;14.0;0.0;14.0;42.0
423;2,2,4-trimethylpentane__2-pentanol;2,2,4-trimethylpentane;2-pentanol;CC(C)CC(C)(C)C;CCCC(C)O;0.0;0.0;0.0;0.0;42.0;0.0;0.0;42.0
424;n-hexane__tetrahydropyran;n-hexane;tetrahydropyran;CCCCCC;C1CCOCC1;0.0;0.0;14.0;0.0;14.0;0.0;14.0;42.0
425;1-propanol__tert-amyl methyl ether;1-propanol;tert-amyl methyl ether;CCCO;CCC(C)(C)OC;21.0;0.0;21.0;0.0;0.0;0.0;0.0;42.0
426;isopropyl ether__2,2,4-trimethylpentane;isopropyl ether;2,2,4-trimethylpentane;CC(C)OC(C)C;CC(C)CC(C)(C)C;13.0;0.0;10.0;0.0;19.0;0.0;0.0;42.0
427;ethylene glycol methyl ether__water;ethylene glycol methyl ether;water;COCCO;O;21.0;0.0;21.0;0.0;0.0;0.0;0.0;42.0
433;pentan-1-ol__heptane;pentan-1-ol;heptane;CCCCCO;CCCCCCC;0.0;0.0;0.0;0.0;42.0;0.0;0.0;42.0
435;n-heptane__2-pentanol;n-heptane;2-pentanol;CCCCCCC;CCCC(C)O;0.0;0.0;0.0;0.0;42.0;0.0;0.0;42.0
446;cyclohexane__2-pentanol;cyclohexane;2-pentanol;C1CCCCC1;CCCC(C)O;39.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0
447;cyclohexane__heptane;cyclohexane;heptane;C1CCCCC1;CCCCCCC;39.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0
449;1-propanol__3-methyl-1-butanol;1-propanol;3-methyl-1-butanol;CCCO;CC(C)CCO;19.0;0.0;19.0;0.0;0.0;0.0;0.0;38.0
450;hexane__ether, methyl tert-pentyl;hexane;ether, methyl tert-pentyl;CCCCCC;CCC(C)(C)OC;19.0;0.0;0.0;0.0;0.0;0.0;19.0;38.0
451;1-propanol__2-methyl-1-butanol;1-propanol;2-methyl-1-butanol;CCCO;CCC(C)CO;19.0;0.0;19.0;0.0;0.0;0.0;0.0;38.0
452;methanol__2-methyl-1-butanol;methanol;2-methyl-1-butanol;CO;CCC(C)CO;19.0;0.0;19.0;0.0;0.0;0.0;0.0;38.0
459;2-isopropoxyethanol__water;2-isopropoxyethanol;water;CC(C)OCCO;O;18.0;0.0;18.0;0.0;0.0;0.0;0.0;36.0
463;1-pentanol__cyclopentane;1-pentanol;cyclopentane;CCCCCO;C1CCCC1;26.0;0.0;0.0;0.0;10.0;0.0;0.0;36.0
472;1,4-dioxane__cyclopentane;1,4-dioxane;cyclopentane;C1COCCO1;C1CCCC1;0.0;0.0;33.0;0.0;0.0;0.0;0.0;33.0
481;2-methyl-1-propanol__hexane;2-methyl-1-propanol;hexane;CC(C)CO;CCCCCC;16.0;0.0;16.0;0.0;0.0;0.0;0.0;32.0
490;propan-1-ol__water;propan-1-ol;water;CCCO;O;30.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0
511;ethanol, 2-ethoxy-__water;ethanol, 2-ethoxy-;water;CCOCCO;O;12.0;0.0;16.0;0.0;0.0;0.0;0.0;28.0
514;1,4-dioxane__water;1,4-dioxane;water;C1COCCO1;O;10.0;0.0;18.0;0.0;0.0;0.0;0.0;28.0
517;cyclopentane__1,3-dioxolane;cyclopentane;1,3-dioxolane;C1CCCC1;C1COCO1;0.0;0.0;27.0;0.0;0.0;0.0;0.0;27.0
520;cyclohexane__1,3-dioxolane;cyclohexane;1,3-dioxolane;C1CCCCC1;C1COCO1;0.0;0.0;27.0;0.0;0.0;0.0;0.0;27.0
528;n-propyl alcohol__water;n-propyl alcohol;water;CCCO;O;25.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0
537;isobutanol__water;isobutanol;water;CC(C)CO;O;12.0;0.0;12.0;0.0;0.0;0.0;0.0;24.0
538;2-ethoxyethanol__water;2-ethoxyethanol;water;CCOCCO;O;24.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0
541;diisopropyl__tetrahydrofuran;diisopropyl;tetrahydrofuran;CC(C)C(C)C;C1CCOC1;0.0;0.0;0.0;0.0;23.0;0.0;0.0;23.0
542;ethane, 1,1'-oxybis-__1,3-dioxolane;ethane, 1,1'-oxybis-;1,3-dioxolane;CCOCC;C1COCO1;11.0;0.0;12.0;0.0;0.0;0.0;0.0;23.0
543;neohexane__tetrahydrofuran;neohexane;tetrahydrofuran;CCC(C)(C)C;C1CCOC1;0.0;0.0;0.0;0.0;23.0;0.0;0.0;23.0
556;1-propanol__1-pentanol;1-propanol;1-pentanol;CCCO;CCCCCO;22.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0
565;2-methoxyethanol__1,3-dioxolane;2-methoxyethanol;1,3-dioxolane;COCCO;C1COCO1;11.0;0.0;11.0;0.0;0.0;0.0;0.0;22.0
566;pentan-1-ol__1,3-dioxolane;pentan-1-ol;1,3-dioxolane;CCCCCO;C1COCO1;11.0;0.0;11.0;0.0;0.0;0.0;0.0;22.0
567;ethane, 1,1'-oxybis-__pentan-1-ol;ethane, 1,1'-oxybis-;pentan-1-ol;CCOCC;CCCCCO;11.0;0.0;11.0;0.0;0.0;0.0;0.0;22.0
569;ethanol, 2-ethoxy-__1,3-dioxolane;ethanol, 2-ethoxy-;1,3-dioxolane;CCOCCO;C1COCO1;11.0;0.0;11.0;0.0;0.0;0.0;0.0;22.0
570;heptane__cyclooctane;heptane;cyclooctane;CCCCCCC;C1CCCCCCC1;22.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0
576;tetramethylene oxide__dipropyl ether;tetramethylene oxide;dipropyl ether;C1CCOC1;CCCOCCC;0.0;0.0;0.0;0.0;20.0;0.0;0.0;20.0
577;2,3-dimethylbutane__ether, dipropyl;2,3-dimethylbutane;ether, dipropyl;CC(C)C(C)C;CCCOCCC;0.0;0.0;0.0;0.0;20.0;0.0;0.0;20.0
584;butane, 2,2-dimethyl-__ether, dipropyl;butane, 2,2-dimethyl-;ether, dipropyl;CCC(C)(C)C;CCCOCCC;0.0;0.0;0.0;0.0;19.0;0.0;0.0;19.0
585;methanol__methoxymethane;methanol;methoxymethane;CO;COC;0.0;0.0;0.0;0.0;19.0;0.0;0.0;19.0
586;1-butanol__methoxymethane;1-butanol;methoxymethane;CCCCO;COC;0.0;0.0;0.0;0.0;19.0;0.0;0.0;19.0
587;ethanol__methoxymethane;ethanol;methoxymethane;CCO;COC;0.0;0.0;0.0;0.0;19.0;0.0;0.0;19.0
592;1-propanol__methoxymethane;1-propanol;methoxymethane;CCCO;COC;0.0;0.0;0.0;0.0;19.0;0.0;0.0;19.0
594;ethanol__tetrahydropyran;ethanol;tetrahydropyran;CCO;C1CCOCC1;0.0;0.0;0.0;0.0;19.0;0.0;0.0;19.0
596;1-propanol__tert-butyl ethyl ether;1-propanol;tert-butyl ethyl ether;CCCO;CCOC(C)(C)C;19.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0
597;1-pentanol__2-methyl-1-propanol;1-pentanol;2-methyl-1-propanol;CCCCCO;CC(C)CO;19.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0
598;2-methyl-1-propanol__2-methyl-1-butanol;2-methyl-1-propanol;2-methyl-1-butanol;CC(C)CO;CCC(C)CO;19.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0
599;2-methyl-1-propanol__3-methyl-1-butanol;2-methyl-1-propanol;3-methyl-1-butanol;CC(C)CO;CC(C)CCO;19.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0
606;1-pentanol__hexane;1-pentanol;hexane;CCCCCO;CCCCCC;0.0;0.0;0.0;0.0;18.0;0.0;0.0;18.0
609;hexane__cyclohexane;hexane;cyclohexane;CCCCCC;C1CCCCC1;0.0;0.0;0.0;0.0;18.0;0.0;0.0;18.0
616;2-methyl-1-propanol__1-methyl-1-(1-methylethoxy)ethane;2-methyl-1-propanol;1-methyl-1-(1-methylethoxy)ethane;CC(C)CO;CC(C)OC(C)C;0.0;0.0;0.0;0.0;17.0;0.0;0.0;17.0
619;2-methoxyethanol__water;2-methoxyethanol;water;COCCO;O;0.0;0.0;16.0;0.0;0.0;0.0;0.0;16.0
620;tert-pentyl alcohol__water;tert-pentyl alcohol;water;CCC(C)(C)O;O;0.0;16.0;0.0;0.0;0.0;0.0;0.0;16.0
621;methanol__dioxane;methanol;dioxane;CO;C1COCCO1;16.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0
622;1-propanol__heptane;1-propanol;heptane;CCCO;CCCCCCC;0.0;0.0;0.0;0.0;16.0;0.0;0.0;16.0
625;methane__pentane;methane;pentane;C;CCCCC;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0
626;2-methyl-1-butanol__water;2-methyl-1-butanol;water;CCC(C)CO;O;0.0;15.0;0.0;0.0;0.0;0.0;0.0;15.0
630;1-butanol, 3-methyl-__water;1-butanol, 3-methyl-;water;CC(C)CCO;O;0.0;15.0;0.0;0.0;0.0;0.0;0.0;15.0
639;ethanol__oxane;ethanol;oxane;CCO;C1CCOCC1;13.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0
643;1-butanol__1-methyl-1-(1-methylethoxy)ethane;1-butanol;1-methyl-1-(1-methylethoxy)ethane;CCCCO;CC(C)OC(C)C;0.0;0.0;0.0;0.0;13.0;0.0;0.0;13.0
644;pentan-2-ol__water;pentan-2-ol;water;CCCC(C)O;O;0.0;13.0;0.0;0.0;0.0;0.0;0.0;13.0
649;methanol__tetrahydrofuran;methanol;tetrahydrofuran;CO;C1CCOC1;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0
651;2-propanol__methane;2-propanol;methane;CC(C)O;C;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0
652;1-methyl-1-(1-methylethoxy)ethane__heptane;1-methyl-1-(1-methylethoxy)ethane;heptane;CC(C)OC(C)C;CCCCCCC;0.0;0.0;0.0;0.0;12.0;0.0;0.0;12.0
653;1,3-dioxolane__water;1,3-dioxolane;water;C1COCO1;O;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0
654;1-hexanol__cyclopentane;1-hexanol;cyclopentane;CCCCCCO;C1CCCC1;0.0;0.0;0.0;0.0;11.0;0.0;0.0;11.0
669;isopropyl ether__hexane;isopropyl ether;hexane;CC(C)OC(C)C;CCCCCC;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0
672;isopropyl ether__heptane;isopropyl ether;heptane;CC(C)OC(C)C;CCCCCCC;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0
675;2-propanol__ethane;2-propanol;ethane;CC(C)O;CC;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
687;3-methyl-2-butanol__water;3-methyl-2-butanol;water;CC(C)C(C)O;O;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0
690;methanol__tert-pentyl alcohol;methanol;tert-pentyl alcohol;CO;CCC(C)(C)O;0.0;0.0;0.0;0.0;10.0;0.0;0.0;10.0
693;ethanol__tert-pentyl alcohol;ethanol;tert-pentyl alcohol;CCO;CCC(C)(C)O;0.0;0.0;0.0;0.0;10.0;0.0;0.0;10.0
697;butan-1-ol__tert-pentyl alcohol;butan-1-ol;tert-pentyl alcohol;CCCCO;CCC(C)(C)O;0.0;0.0;0.0;0.0;10.0;0.0;0.0;10.0
698;propan-1-ol__tert-pentyl alcohol;propan-1-ol;tert-pentyl alcohol;CCCO;CCC(C)(C)O;0.0;0.0;0.0;0.0;10.0;0.0;0.0;10.0
