;InChI;Count;Component;SMILES
0;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;390;oxidane;O
2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;130;Butan-1-ol;CCCCO
