;InChI;Count;Component;SMILES
206;InChIKey=NNBZCPXTIHJBJL-UHFFFAOYSA-N;16;1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene;C1CCC2CCCCC2C1
207;InChIKey=DLRVVLDZNNYCBX-UHFFFAOYSA-N;16;6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol;OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O
208;InChIKey=HOVAGTYPODGVJG-UHFFFAOYSA-N;15;2-(hydroxymethyl)-6-methoxyoxane-3,4,5-triol;COC1OC(CO)C(O)C(O)C1O
209;InChIKey=ZBDGHWFPLXXWRD-JGWLITMVSA-N;12;(2R,3R,4S,5R)-2-methoxyoxane-3,4,5-triol;CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O
210;InChIKey=HLZKNKRTKFSKGZ-UHFFFAOYSA-N;8;tetradecan-1-ol;CCCCCCCCCCCCCCO
211;InChIKey=DMEGYFMYUHOHGS-UHFFFAOYSA-N;7;Cycloheptane;C1CCCCCC1
212;InChIKey=UCTTYTFENYGAPP-UHFFFAOYSA-N;6;1,2,3,4-tetra(phenyl)naphthalene;c1ccc(cc1)c2c3ccccc3c(c4ccccc4)c(c5ccccc5)c2c6ccccc6
213;InChIKey=XJKSTNDFUHDPQJ-UHFFFAOYSA-N;6;1,4-di(phenyl)benzene;c1ccc(cc1)c2ccc(cc2)c3ccccc3
214;InChIKey=FCNCGHJSNVOIKE-UHFFFAOYSA-N;6;9,10-di(phenyl)anthracene;c1ccc(cc1)c2c3ccccc3c(c4ccccc4)c5ccccc25
215;InChIKey=LUBXLGUQZVKOFP-UHFFFAOYSA-N;5;9-PHENYLANTHRACENE;c1ccc(cc1)c2c3ccccc3cc4ccccc24
216;InChIKey=CHBDXRNMDNRJJC-UHFFFAOYSA-N;5;1,2,3-tri(phenyl)benzene;c1ccc(cc1)c2cccc(c3ccccc3)c2c4ccccc4
217;InChIKey=POOSGDOYLQNASK-UHFFFAOYSA-N;2;Tetracosane;CCCCCCCCCCCCCCCCCCCCCCCC
218;InChIKey=HOWGUJZVBDQJKV-UHFFFAOYSA-N;1;Docosane;CCCCCCCCCCCCCCCCCCCCCC
219;InChIKey=CTKINSOISVBQLD-UHFFFAOYSA-N;1;oxiran-2-ylmethanol;OCC1CO1
220;InChIKey=HFPZCAJZSCWRBC-UHFFFAOYSA-N;1;1-methyl-4-propan-2-ylbenzene;CC(C)c1ccc(C)cc1
221;InChIKey=DPYRJLKOVKJFLK-UHFFFAOYSA-N;1;1-(1-butoxyethoxy)ethanol;CCCCOC(C)OC(C)O
222;InChIKey=GDOPTJXRTPNYNR-UHFFFAOYSA-N;1;Methylcyclopentane;CC1CCCC1
