;InChI;Count;Component;SMILES
2;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;2;HEPTANE;CCCCCCC
15;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;1;Cyclohexane;C1CCCCC1
27;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;1;Hexane;CCCCCC
