;InChI;Count;Component;SMILES
219;InChIKey=YHGNXEIQSHICNK-UHFFFAOYSA-N;2;2-(furan-2-ylmethyl)furan;C(c1occc1)c2occc2
220;InChIKey=CUDYYMUUJHLCGZ-UHFFFAOYSA-N;2;2-(2-methoxypropoxy)propan-1-ol;COC(C)COC(C)CO
221;InChIKey=XPFVYQJUAUNWIW-UHFFFAOYSA-N;2;furan-2-ylmethanol;OCc1occc1
222;InChIKey=WEZPLQKRXDBPEP-UHFFFAOYSA-N;2;1-(1-propoxypropan-2-yloxy)propan-2-ol;CCCOCC(C)OCC(C)O
223;InChIKey=GPRIERYVMZVKTC-UHFFFAOYSA-N;1;1-phenyl-4-(4-phenylphenyl)benzene;c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)c4ccccc4
224;InChIKey=VKONPUDBRVKQLM-IZLXSQMJSA-N;1;;O[C@H]1CC[C@H](O)CC1
225;InChIKey=ZLCSFXXPPANWQY-UHFFFAOYSA-N;1;1-Ethyl-3-methylbenzene;CCc1cccc(C)c1
226;InChIKey=YJTKZCDBKVTVBY-UHFFFAOYSA-N;1;1,3-di(phenyl)benzene;c1ccc(cc1)c2cccc(c2)c3ccccc3
227;InChIKey=QIMMUPPBPVKWKM-UHFFFAOYSA-N;1;2-Methylnaphthalene;Cc1ccc2ccccc2c1
228;InChIKey=SKTCDJAMAYNROS-UHFFFAOYSA-N;1;;COC1CCCC1
229;InChIKey=NGDNVOAEIVQRFH-UHFFFAOYSA-N;1;NONAN-2-OL;CCCCCCCC(C)O
230;InChIKey=XJKSTNDFUHDPQJ-UHFFFAOYSA-N;1;1,4-di(phenyl)benzene;c1ccc(cc1)c2ccc(cc2)c3ccccc3
231;InChIKey=IXUOEGRSQCCEHB-UHFFFAOYSA-N;1;nonan-4-ol;CCCCCC(O)CCC
232;InChIKey=WJYLLOQXAYKDEW-UHFFFAOYSA-N;1;;
233;InChIKey=QIGBRXMKCJKVMJ-UHFFFAOYSA-N;1;Benzene-1,4-diol;Oc1ccc(O)cc1
234;InChIKey=YVBCULSIZWMTFY-UHFFFAOYSA-N;1;Heptan-4-ol;CCCC(O)CCC
235;InChIKey=MHDVGSVTJDSBDK-UHFFFAOYSA-N;1;phenylmethoxymethylbenzene;C(OCc1ccccc1)c2ccccc2
236;InChIKey=YTZKOQUCBOVLHL-UHFFFAOYSA-N;1;tert-Butylbenzene;CC(C)(C)c1ccccc1
237;InChIKey=SXWIAEOZZQADEY-UHFFFAOYSA-N;1;1,3,5-tri(phenyl)benzene;c1ccc(cc1)c2cc(cc(c2)c3ccccc3)c4ccccc4
238;InChIKey=RNVYQYLELCKWAN-UHFFFAOYSA-N;1;(2,2-Dimethyl-1,3-dioxolan-4-yl)methanol;CC1(C)OCC(CO)O1
239;InChIKey=ZJMWRROPUADPEA-UHFFFAOYSA-N;1;butan-2-ylbenzene;CCC(C)c1ccccc1
240;InChIKey=WOFPPJOZXUTRAU-UHFFFAOYSA-N;1;Octan-4-ol;CCCCC(O)CCC
241;InChIKey=CHBDXRNMDNRJJC-UHFFFAOYSA-N;1;1,2,3-tri(phenyl)benzene;c1ccc(cc1)c2cccc(c3ccccc3)c2c4ccccc4
242;InChIKey=SIJBDWPVNAYVGY-UHFFFAOYSA-N;1;2,2-Dimethyl-1,3-dioxolane;CC1(C)OCCO1
243;InChIKey=NMRPBPVERJPACX-UHFFFAOYSA-N;1;octan-3-ol;CCCCCC(O)CC
244;InChIKey=GYSCXPVAKHVAAY-UHFFFAOYSA-N;1;nonan-3-ol;CCCCCCC(O)CC
245;InChIKey=JRLPEMVDPFPYPJ-UHFFFAOYSA-N;1;1-Ethyl-4-methylbenzene;CCc1ccc(C)cc1
246;InChIKey=JJNQHLLBFBGKEL-UHFFFAOYSA-N;1;2-butoxy-2-methylpropane;CCCCOC(C)(C)C
247;InChIKey=FCBBRODPXVPZAH-UHFFFAOYSA-N;1;Nonan-5-ol;CCCCC(O)CCCC
248;InChIKey=HYFLWBNQFMXCPA-UHFFFAOYSA-N;1;1-Ethyl-2-methylbenzene;CCc1ccccc1C
249;InChIKey=QCDWFXQBSFUVSP-UHFFFAOYSA-N;1;2-(phenoxy)ethanol;OCCOc1ccccc1
