;Mixture;Count
654;1,2,3-propanetriol__(2-hydroxyethyl)trimethylammonium chloride;60
655;2-propanol__3-methylbutyl ethanoate;60
656;1,2-dibromoethane__heptane;60
657;N-methylformamide__oxane;60
658;butanoic acid__pentanoic acid;60
659;nitromethane__water;60
660;2-piperidineethanol__water;60
661;2-methyl-2-propanol__cyclohexanamine, N-cyclohexyl-;60
662;o-methylbenzenamine__oxane;60
663;benzyl alcohol__m-chlorotoluene;60
664;1-butanol__3,6-dioxa-1-octanol;60
665;2-methoxyethanol__N-methyl-2-pyrrolidone;60
666;1-butanol__hexane;60
667;benzyl alcohol__p-chlorotoluene;60
668;o-chlorotoluene__1,3-dioxolane;60
669;2-propanol__diethyl malonate;60
670;ethyl ethanoate__2-butoxy-1-propanol;60
671;N-methylpiperidine__water;60
672;hexyl trimethyl ammonium bromide__water;59
673;1,3,5-trimethylbenzene__methylcyclohexane;59
674;1,4-dimethylbenzene__methylcyclohexane;59
675;lactose__water;59
676;ethyl methyl ketone__azine;58
677;ethanol__diethyl carbonate;58
678;o-chlorotoluene__1,4-dioxane;57
679;L-4-hydroxyproline__water;57
680;ethyl acetoacetate__water;57
681;methyl alcohol__1,1'-oxybis[2-ethoxyethane];57
682;o-chlorotoluene__tetrahydropyran;57
683;2-methoxyethanol__2-butoxyethanol;57
684;aniline__ethyl methyl ketone;57
685;toluene__methyl tert-butyl ether;57
686;aniline__propanone;57
687;ethylenediamine__ethylene glycol;57
688;1-decanol__dibutyl ether;56
689;1-hexanol__1,4-dioxane;56
690;piperidine__water;56
691;butan-1-ol__diethyl malonate;56
692;carbon dioxide__carbon monoxide;56
693;n-propanol__water;56
694;propan-1-ol__diethyl malonate;56
695;1-butanol__.gamma.-butyrolactone;56
696;1-pentanol__dibutyl ether;56
697;2-heptanone__N,N-diethylethanamine;56
698;orthophosphoric acid__water;56
699;1-octanol__dibutyl ether;56
700;hexahydrobenzoic acid__1-decanol;56
701;2-isopropylaminoethanol__water;55
702;1-butanol__dibutyl ether;55
703;1-butanol__cyclopropanecarboxylic acid;55
704;lidocaine hydrochloride__water;55
705;ethanol__propane, 2-bromo-;55
706;n-butyl acetate__2-butoxy-1-propanol;55
707;cyclohexane__tributyl phosphate;55
708;2,2,4-trimethylpentane__methyl tert-butyl ether;55
709;methanol__4-methylphenol;55
710;diethylene glycol__sulfolane;55
711;2-propanol__sulfolane;55
712;methanol__3-methylphenol;55
713;1-decanol__1-undecanol;55
714;2-propanol__3-amino-1-propanol;55
715;1,5-dibromopentane__heptane;55
716;2-propanol__1-propanol;55
717;N,N-diethylethanamine__exo-trimethylenenorbornane;55
718;piperazine, N-methyl-__exo-trimethylenenorbornane;55
719;2,2',2''-nitrilotriethanol__2-(2-butoxyethoxy)ethanol;55
720;1-octanol__heptane;55
721;1-butanol__heptane;55
722;1,4-dimethylbenzene__pentylcarbinol;55
723;heptane__1,6-dichlorohexane;55
724;ethyl methyl ketone__phenylmethylamine;55
725;n-butyl acetate__propylene glycol monoethyl ether;55
726;diethyl carbonate__triglyme;55
727;ethyl methyl ketone__.alpha.-toluenol;55
728;acetamide, N,N-dimethyl-__water;55
729;1-heptanol__dibutyl ether;55
730;propanone__phenylmethylamine;55
731;2-butanol__sulfolane;55
732;1-octanol__1-undecanol;55
733;tributyl phosphate__heptane;55
734;cyclohexane__JP-10;55
735;triglyme__dimethyl carbonate;55
736;2-methylaniline__4-methylpyridine;54
737;TBP__n-heptane;54
738;pentyl alcohol__1,2-dimethoxyethane;54
739;2-methylaniline__azine;54
740;2-heptanone__dipropylamine;54
741;1-propanol__1,2-dichloroethane;54
742;propanone__azine;54
743;n-hexane__TBP;54
744;o-xylene__o-chlorotoluene;54
745;1-propanol__benzaldehyde;54
746;cyclohexane__TBP;54
747;2-methylaniline__2-methylpyridine;54
748;2-methylaniline__3-methylpyridine;54
749;1-propanol__cyclopropanecarboxylic acid;54
750;isobutyl alcohol__3-amino-1-propanol;54
751;o-chlorotoluene__toluene;54
752;1,1,2,2-tetrachloroethane__1-hexanol;54
753;benzaldehyde__1,2-dichloroethane;54
754;ethanoic acid, propyl ester__water;53
755;isobutanol__diethyl malonate;52
756;propan-1-ol__1-decene;52
757;2-methylpiperidine__water;52
758;ethylbenzene__methylcyclohexane;52
759;diethyl carbonate__dimethoxytetraglycol;50
760;n-decane__n-tetradecane;50
761;methyl sulfoxide__N-phenylbenzohydroxamic acid;50
762;choline chloride__water;50
763;1,2-ethanediol__1-hexanol;50
764;dimethoxytetraglycol__dimethyl carbonate;50
765;ethanol__butylammonium acetate;50
766;propan-1-ol__diethyl carbonate;50
767;methanol__butylammonium acetate;50
768;propyl alcohol__butylammonium acetate;50
769;D-maltose__water;50
770;butan-1-ol__butane, 1,4-dihydroxy-;50
771;n-butyl alcohol__butylammonium acetate;50
772;1-butanol__1,2-ethanediol;50
773;1-propanol__cyclohexane;50
774;1,2-ethanediol__1-octanol;50
775;2-methyl-1,4-naphthoquinone__1,2-dimethylbenzene;49
776;glycyl-L-leucine__water;49
777;2-methyl-1,4-naphthoquinone__ethylbenzene;49
778;2-methyl-1,4-naphthoquinone__1,3-dimethylbenzene;49
779;2-methyl-1,4-naphthoquinone__1,4-dimethylbenzene;49
780;2-methyl-1,4-naphthoquinone__benzene;49
781;2-methyl-1,4-naphthoquinone__toluene;49
782;ethylbenzene__1-nonanol;48
783;methanol__diisopropylamine;48
784;2,2,4-trimethylpentane__butane, 2-methoxy-2-methyl-;48
785;pentan-1-ol__diisopropylamine;48
786;1,2-dichloroethane__1-hexanol;48
787;chloroform__2-butanone;48
788;2-methoxyethanol__1-decanol;48
789;tetrahydrofuran__n-decyl alcohol;48
790;3-chlorotoluene__1-decanol;48
791;propan-1-ol__diisopropylamine;48
792;1,2-dimethylbenzene__1-nonanol;48
793;benzene__2-ethyl-1-hexanol;48
794;2-propanol__formamide;48
795;tetrahydrofuran__octyl alcohol;48
796;N,N-dimethylacetamide__2-hexanol;48
797;tetrahydrofuran__n-hexyl alcohol;48
798;2-ethyl-1-hexanol__chlorobenzene;48
799;2-propanol__hexadecane;48
800;4-chlorotoluene__1-decanol;48
801;2-methoxyethanol__1-hexanol;48
802;formamide__2-hexanol;48
803;1-butanol__2,6,10,15,19,23-hexamethyltetracosane;48
804;formamide__2-pentanol;48
805;2-methoxyethanol__1-octanol;48
806;butanone__2-hydroxyhexane;48
807;hexane__1-octanol;48
808;sucrose__water;48
809;bis(2-hydroxyethyl) ether__pentan-2-ol;48
810;ethylbenzene__cyclooctane;48
811;2-butanol__N,N-dimethylacetamide;48
812;ethanol__methyl acetate;48
813;butan-1-ol__diisopropylamine;48
814;2-ethyl-1-hexanol__bromobenzene;48
815;chloroform__4-methyl-2-pentanone;48
816;1-butanol__2-(2-butoxyethoxy)ethanol;48
817;cyclohexanone__2-hydroxyhexane;48
818;1-butanol__octane;48
819;butan-2-ol__butanone;48
820;cyclohexylamine__1-heptanol;48
821;methanol__ethyl acetate;48
822;bis(2-hydroxyethyl) ether__amylmethylcarbinol;48
823;sec-propyl alcohol__bis(2-hydroxyethyl) ether;48
824;1,3-dimethylbenzene__1-nonanol;48
825;benzene__cyclooctane;48
826;1,2-ethanediol__1-nonanol;48
827;1,2-dimethylbenzene__1-decanol;48
828;ethanol__diisopropylamine;48
829;1,2-dibromoethane__1-hexanol;48
830;2-propanol__cyclohexanone;48
831;formamide__2-heptanol;48
832;2-chlorotoluene__1-decanol;48
833;chloroform__butanone;48
834;butanone__2-pentanol;48
835;1,4-dimethylbenzene__1-nonanol;48
836;1-octanol__decane;48
837;N,N-dimethylacetamide__2-heptanol;48
838;ethanol__ethyl acetate;48
839;2-propanol__N,N-dimethylacetamide;48
840;benzene__butane, 2-methoxy-2-methyl-;48
841;methanol__methyl ethanoate;48
842;1-butanol__hexadecane;48
843;ethylbenzene__1-decanol;48
844;butanone__amylmethylcarbinol;48
845;toluene__cyclooctane;48
846;formamide__2-butanol;48
847;butan-2-ol__bis(2-hydroxyethyl) ether;48
848;butan-2-ol__cyclohexanone;48
849;hexadecyltrimethylammonium bromide__water;48
850;carbon tetrachloride__methyl sulfoxide;48
851;cyclohexanone__2-pentanol;48
852;N,N-dimethylacetamide__2-pentanol;48
853;ethylhexadecyldimethylammonium bromide__water;48
854;octane__1-octanol;48
855;1-butanol__decane;48
856;cyclohexanone__amylmethylcarbinol;48
857;bis(2-hydroxyethyl) ether__butylmethylcarbinol;48
858;1,3-dimethylbenzene__1-decanol;48
859;1,4-dimethylbenzene__1-decanol;48
860;D-glucitol__water;47
861;4-methyl-1,3-dioxolan-2-one__carbon dioxide;46
862;2-butoxyethan-1-ol__water;45
863;ethanoic acid__1,4-xylene;45
864;4-methyl-1,3-dioxolan-2-one__pentan-2,4-dione;45
865;2-(2-methylpropoxy)ethanol__water;45
866;4-methyl-1,3-dioxolan-2-one__dioxane;45
867;D-mannitol__water;45
868;1-propanol__2,4-diaminotoluene;45
869;(2-chloroethyl)trimethylammonium chloride__water;45
870;isopropanol__isobutyl alcohol;45
871;paraldehyde__ethyl ethanoate;45
872;water__ammonium sulfate;45
873;propanoic acid, ethyl ester__carbon oxide;45
874;n-propyl alcohol__3-amino-1-propanol;45
875;toluene__heptane;45
876;methyl acetoacetate__water;45
877;propyl acetate__formamide, N-ethyl-;45
878;4-methyl-1,3-dioxolan-2-one__tetramethylene oxide;45
879;oxacyclopentane__formamide, N-ethyl-;45
880;pentan-1-ol__diethyl carbonate;45
881;1-hexanol__heptane;45
882;butanone__formamide, N-ethyl-;45
883;saccharose__water;45
884;paraldehyde__butyl ethanoate;45
885;ethyl ethanoate__formamide, N-ethyl-;45
886;N,N-dimethylformamide__1,4-dimethylbenzene;45
887;ethanol__1,2-dimethoxyethane;45
888;chlorobenzene__1-octanol;44
889;1-chlorobutane__cyclopentanone;44
890;N,N-dimethylformamide__1-nonanol;44
891;N-methylacetamide__tetrahydro-2-pyranone;44
892;cyclohexanone__cyclohexane;44
893;chloroform__cyclohexanone;44
894;1,2-dichloroethane__cyclohexanone;44
895;cyclohexanol__N-methyl-2-pyrrolidinone;44
896;methanol__cyclopropanecarboxylic acid;44
897;1-hydroxy-4-methylbenzene__4-methoxybenzaldehyde;44
898;chlorobenzene__1-nonanol;44
899;cyclohexanone__1-chlorobutane;44
900;anisole__hexyl acetate;44
901;1,1,1-trichloroethane__cyclohexanone;44
902;N-methyl-2-pyrrolidone__(S)-(+)-1-amino-2-propanol;44
903;methanol__tert-butyl ethanoate;44
904;cyclopentanone__1,3-dichloropropane;44
905;cyclohexanone__1,4-dichlorobutane;44
906;nitrobenzene__triethylene glycol;44
907;N-methylacetamide__ethyl cyanoacetate;44
908;chlorobenzene__1-hexanol;44
909;1,2-dimethoxyethane__1-octanol;44
910;phenol, 3-methyl-__4-methoxybenzaldehyde;44
911;1-butanol__2-hydroxyethyl methacrylate;44
912;tetrahydrofuran__hexyl acetate;44
913;cyclohexane__N-methyl-2-pyrrolidone;44
914;ethanol__N-methyl-2-pyrrolidone;44
915;ethanol__cyclopropanecarboxylic acid;44
916;chlorobenzene__triethylene glycol;44
917;cyclohexanone__1,3-dichloropropane;44
918;N,N-dimethylformamide__1-hexanol;44
919;N-methylacetamide__ethyl ethanoate;44
920;tetramethylene chloride__cyclopentanone;44
921;ethylene chloride__cyclopentanone;44
922;butyl vinyl ether__hexyl acetate;44
923;D-sorbitol__water;44
924;phenol, 2-methyl-__4-methoxybenzaldehyde;44
925;1,4-dioxane__hexyl acetate;44
926;chlorobenzene__1-heptanol;44
927;diethyl carbonate__1-octanol;44
928;methanol__butyl ethanoate;44
929;N,N-dimethylformamide__methyl benzoate;44
930;1,1,2,2-tetrachloroethane__cyclohexanone;44
931;1-butanol__methacrylic acid;44
932;n-propyl alcohol__isobutyl alcohol;44
933;N-methylacetamide__6-hexanolactone;44
934;butyric acid, methyl ester__water;44
935;N,N-dimethylformamide__1-heptanol;44
936;N-methylacetamide__ethyl chloroacetate;44
937;N-methylacetamide__.gamma.-butyrolactone;44
938;N,N-dimethylformamide__1-propanol;44
939;chloroform__cyclopentanone;44
940;chlorobenzene__1-decanol;44
941;N,N-dimethylformamide__pentan-1-ol;44
942;2-methoxyethanol__ethanol, 2-ethoxy-;44
943;N,N-dimethylformamide__1-decanol;44
944;bromobenzene__triethylene glycol;44
945;cyclohexene__N-methyl-2-pyrrolidinone;44
946;N,N-dimethylformamide__1-octanol;44
947;cyclohexylamine__N-methyl-2-pyrrolidinone;44
948;nitrobenzene__bis(2-hydroxyethyl) ether;44
949;tetradecyltrimethylammonium bromide__water;43
950;triglyme__water;42
951;L-(+)-ascorbic acid__water;42
952;1,4-dimethylbenzene__hexane;42
953;salicylamide__methanol;42
954;chloroform__1-pentanol;42
955;1,3,5-trimethylbenzene__2-methoxyethanol;42
956;1-butanol__2-pyrrolidinone;42
957;chloroform__1-hexanol;42
958;nicotinic acid__3-methylpyridine;42
959;methyl methanoate__heptane;42
960;chloroform__1-decanol;42
961;trimipramine maleate__water;42
962;1,2,4-trimethylbenzene__diethyl carbonate;42
963;toluene__1-heptanol;42
964;acetylsalicylic acid__propan-1-ol;42
965;pentane__methyl propanoate;42
966;methyl methanoate__octane;42
967;1,2,4-trimethylbenzene__1,2-dimethoxyethane;42
968;1,3,5-trimethylbenzene__1,2-dimethoxyethane;42
969;acetylsalicylic acid__butan-1-ol;42
970;1,2,4-trimethylbenzene__dimethyl carbonate;42
971;1,2,4-trimethylbenzene__2-methoxyethanol;42
972;diethylamine__1-decanol;42
973;toluene__1-octanol;42
974;methyl methanoate__nonane;42
975;toluene__2-hexanol;42
976;chloroform__1-heptanol;42
977;methyl ethanoate__paraldehyde;42
978;nortriptyline hydrochloride__water;42
979;1-pentanol__methyl salicylate;42
980;acetylsalicylic acid__2-propanol;42
981;2-methyl-1-propanol__squalane;42
982;toluene__2-octanol;42
983;2-methyl-1-propanol__hexadecane;42
984;2-methyl-2-propanol__2-pyrrolidinone;42
985;toluene__2-heptanol;42
986;salicylamide__methyl sulfoxide;42
987;ethanoic acid__1,2-dimethylbenzene;42
988;tetraethylammonium bromide__water;42
989;1,3,5-trimethylbenzene__dimethyl carbonate;42
990;dimethoxytetraglycol__water;42
991;diethyl carbonate__1,3,5-trimethylbenzene;42
992;toluene__1-decanol;42
993;2-methyl-1-propanol__2-pyrrolidinone;42
994;chloroform__1-octanol;41
995;water__glycyl-l-valine;40
996;n-decyl alcohol__1,1'-oxybis[2-ethoxyethane];40
997;xyliton__water;40
998;1,3-propanediol, 2-amino-2-(hydroxymethyl)-__water;40
999;1-propanol__2,6-diaminotoluene;40
1000;ethanol__naphthalidam;40
1001;carbon tetrachloride__dipropyl sulfoxide;40
1002;chloroform__N,N-dimethylformamide;40
1003;propyl alcohol__naphthalidam;40
1004;1,2-benzenediol__water;40
1005;2-aminoacetic acid__water;40
1006;methyl sulfoxide__phenol, 2,2'-[1,2-ethanediylbis(nitrilomethylidyne)]bis-;40
1007;maltitol__water;40
1008;carbon dioxide__.beta.-D-galactose pentaacetate;40
1009;N,N-dimethylformamide__N-phenylbenzohydroxamic acid;40
1010;n-butyl alcohol__naphthalidam;40
1011;benzene__heptane;40
1012;cyclohexane__heptane;39
1013;triethylene glycol__ethanol, 2-propoxy-;39
1014;2,2,4-trimethylpentane__tert-butyl ethyl ether;39
1015;toluene__hexane;39
1016;hexane__ethyl ethanoate;39
1017;ethanol__hexane;39
1018;ethanol__cyclopentane;39
1019;1-chlorobutane__heptane;39
1020;butanone__cyclohexane;39
1021;heptane__propane, 1-chloro-2-methyl-;39
1022;2-methyl-2-propanol__tert-butyl ethyl ether;39
1023;2-propanol__ethyl ethanoate;39
1024;ethylbenzene__tert-butyl ethyl ether;39
1025;ethanol__tert-butyl ethyl ether;39
1026;heptane__2-methyl-2-chloropropane;39
1027;1-chlorobutane__n-hexane;39
1028;1-methylpropyl chloride__n-hexane;39
1029;1-methylpropyl chloride__heptane;39
1030;tetrahydrofuran__1-chloropropane;39
1031;n-hexane__propane, 1-chloro-2-methyl-;39
1032;butanone__methylcyclopentane;39
1033;toluene__tert-butyl ethyl ether;39
1034;propanone__methylcyclopentane;39
1035;ethylbenzene__cyclohexane;39
1036;tetrahydropyran__1-chloropropane;39
1037;2-methyl-2-butanol__tetrahydrofuran;39
1038;cyclohexylamine__1-decanol;39
1039;1-butanol__cyclopentane;39
1040;tetraethylene glycol__ethanol, 2-propoxy-;39
1041;2-pentanone__cyclopentane;39
1042;N-methylformamide__water;39
1043;cyclohexane__2-pentanol;39
1044;n-propylamine__tetrahydrofuran;39
1045;bis(2-hydroxyethyl) ether__ethanol, 2-propoxy-;39
1046;ethene, trichloro-__1,3-xylene;39
1047;n-hexane__2-methyl-2-chloropropane;39
1048;ethanol__acetic acid;39
1049;2-propanol__cyclopentane;39
1050;methylcyclopentane__2-pentanone;39
1051;ethanol__methyl ethanoate;39
1052;2-methyl-2-butanol__n-propylamine;39
1053;cyclopentane__2-pentanol;39
1054;benzene__tert-butyl ethyl ether;39
1055;N,N-dimethylformamide__n-decane;38
1056;n-butanol__1,1'-oxybis[2-ethoxyethane];38
1057;water__Tramadol hydrochloride;38
1058;ethanoic acid__1,3-xylene;38
1059;dodecyltrimethylammonium bromide__water;37
1060;octane__heptane;37
1061;1,2,4-trimethylbenzene__benzonitrile;37
1062;chloroform__phenol, 2,2'-[1,2-ethanediylbis(nitrilomethylidyne)]bis-;36
1063;pentan-1-ol__ethyl methyl ketone;36
1064;dextin__water;36
1065;ethyl methyl ketone__pentan-2-ol;36
1066;ethylene chloride__chlorobenzene;36
1067;D-mannose__water;36
1068;ethene, trichloro-__1,2-dimethylbenzene;36
1069;1,2-dimethylbenzene__1,2-dimethoxyethane;36
1070;N,N-dimethylformamide__phenol, 2,2'-[1,2-ethanediylbis(nitrilomethylidyne)]bis-;36
1071;1-octene__1-hexene;36
1072;ethylene chloride__bromobenzene;36
1073;methylcyclohexane__1-heptanol;36
1074;trichloroethylene__methylcyclohexane;36
1075;thymidine__water;36
1076;benzene__tetrahydropyran;36
1077;propyl acetate__n-pentane;36
1078;methyl sulfoxide__tetrahydropyran;36
1079;L-2-amino-3-methylbutanoic acid__water;36
1080;toluene__tetrahydropyran;36
1081;nitrobenzene__methylcyclohexane;36
1082;methylene chloride__phenol, 2,2'-[1,2-ethanediylbis(nitrilomethylidyne)]bis-;36
1083;n-heptane__trioctylamine;36
1084;methylcyclohexane__1-bromobutane;36
1085;L-glutamine__water;36
1086;ethyl methyl ketone__3-pentanol;36
1087;methanol__acetonitrile;36
1088;acetic acid__methanol;36
1089;methyl sulfoxide__2-methyltetrahydrofuran;36
1090;phenol, 2,2'-[1,2-ethanediylbis(nitrilomethylidyne)]bis-__N,N-dimethylacetamide;36
1091;L-asparagine__water;36
1092;tetramethylammonium bromide__water;36
1093;tetrabutylphosphonium bromide__water;36
1094;L-isoleucine__water;36
1095;o-xylene__tetrahydropyran;36
1096;water__Ranitidine hydrochloride;36
1097;propanoic acid, methyl ester__carbon oxide;36
1098;trichloroethylene__1-heptanol;36
1099;methyl methanoate__hexane;36
1100;ethene, trichloro-__1,4-xylene;36
1101;nitrobenzene__1-bromobutane;36
1102;ethyl butanoate__carbon dioxide;35
1103;N,N-dimethylformamide__n-heptane;35
1104;benzene__nonane;35
1105;2,6-diaminotoluene__water;35
1106;urea__ethylene glycol;35
1107;cis-3-hexen-1-ol__water;35
1108;ethylbenzene__heptane;34
1109;heptane__dimethoxytetraglycol;34
1110;2,5,8-trioxanonane__heptane;34
1111;methyl methanoate__decane;34
1112;pentane__ethyl methanoate;34
1113;methanol__ethyl 2-methylbutyrate;33
1114;N,N-dimethylformamide__methoxybenzene;33
1115;methyl sulfoxide__methoxybenzene;33
1116;ethyl methanoate__isobutylbenzene;33
1117;methyl benzoate__octane;33
1118;methyl benzoate__hexane;33
1119;1,2-dimethylbenzene__methyl 4-chlorobutyrate;33
1120;1,4-dimethylbenzene__propyl ethanoate;33
1121;bromobenzene__propyl methanoate;33
1122;bromobenzene__benzyl acetate;33
1123;tetrachloroethene__phenylacetonitrile;33
1124;methoxybenzene__2-chloroethanol;33
1125;ethyl chloroacetate__phenylacetonitrile;33
1126;m-aminochlorobenzene__oxacyclopentane;33
1127;o-chloroaniline__oxacyclopentane;33
1128;formamide__1,2-dimethoxyethane;33
1129;1,3-dimethylbenzene__propyl ethanoate;33
1130;1-propanol__ethyl 2-methylbutyrate;33
1131;1-butanol__methoxybenzene;33
1132;benzaldehyde__propenenitrile;33
1133;acetonitrile__1,4-dioxane;33
1134;3-methylaniline__tetramethylene oxide;33
1135;methyl sulfoxide__formamide;33
1136;1,4-dimethylbenzene__1,2-dimethoxyethane;33
1137;bromobenzene__ethyl methanoate;33
1138;butylamine__3-hexanol;33
1139;tris(2-ethylhexyl) phosphate__cyclohexane;33
1140;1,2-ethanediol__1,3-propanediol;33
1141;ethyl lactate__2-hydroxyethyl methacrylate;33
1142;ethyl methyl ketone__toluene;33
1143;benzene__methyl 4-chlorobutyrate;33
1144;butanone__toluene;33
1145;1-propanol__methoxybenzene;33
1146;o-chlorotoluene__1-heptanol;33
1147;methylcyclohexane__exo-tetrahydrodicyclopentadiene;33
1148;methylcyclohexane__3-methyl-1-butanol;33
1149;2-methylaniline__tetramethylene oxide;33
1150;1,2-propanediol__pentylcarbinol;33
1151;isopropylbenzene__ethyl methanoate;33
1152;butylbenzene__ethyl methanoate;33
1153;isopropyl ether__3-methylaniline;33
1154;nitrobenzene__methyl methanoate;33
1155;ethanol__decanal;33
1156;nitrobenzene__ethyl methanoate;33
1157;2-propanol__2,6,10,15,19,23-hexamethyltetracosane;33
1158;octyl trimethyl ammonium bromide__water;33
1159;methacrylic acid__ethyl lactate;33
1160;1-propanol__ethyl caproate;33
1161;N-methylpiperazine__heptane;33
1162;butylamine__2-hexanol;33
1163;aniline, N,N-diethyl-__tetramethylene oxide;33
1164;methanol__ethyl caproate;33
1165;1-pentanol__methoxybenzene;33
1166;tris(2-ethylhexyl) phosphate__hexane;33
1167;1,2-propanediol__1,3-propanediol;33
1168;methyl benzoate__heptane;33
1169;phenylacetonitrile__ethyl ethanoate;33
1170;ethanol__octanal;33
1171;2-methylaniline__isopropyl ether;33
1172;n-decane__trioctylamine;33
1173;2-propanol, 1-methoxy-, acetate__2-hydroxyethyl methacrylate;33
1174;benzene__ethyl methanoate;33
1175;n-nonane__trioctylamine;33
1176;methyl methanoate__bromobenzene;33
1177;phenylmethylamine__isopropyl ether;33
1178;isopropyl ether__N,N-dimethylaniline;33
1179;2-propanol__methoxybenzene;33
1180;2-propanol__methylcyclohexane;33
1181;methoxybenzene__1,4-dioxane;33
1182;tetramethylene oxide__N,N-dimethylaniline;33
1183;methoxybenzene__tetrachloroethene;33
1184;2-methyl-1-pentanol__butylamine;33
1185;nitrobenzene__cyclohexanone;33
1186;nitromethane__butane, 1-chloro-;33
1187;1-butanol__o-chlorotoluene;33
1188;4-methyl-2-pentanol__butylamine;33
1189;1-octanol__N,N-dimethylacetamide;33
1190;trichloroethylene__phenylacetonitrile;33
1191;nitromethane__1,2-dichloroethane;33
1192;N-ethylaniline__isopropyl ether;33
1193;nitromethane__amyl chloride;33
1194;freon 20__nitromethane;33
1195;1,2-dimethylbenzene__propyl ethanoate;33
1196;triglyme__heptane;33
1197;n-octane__trioctylamine;33
1198;nitromethane__R 270fa;33
1199;ethylbenzene__propyl ethanoate;33
1200;methacrylic acid__2-propanol, 1-methoxy-, acetate;33
1201;methoxybenzene__methylcyclohexane;33
1202;ethyl 4-oxahexanoate__2-hydroxyethyl methacrylate;33
1203;o-chlorotoluene__1-hexanol;33
1204;1-butanol__methylcyclohexane;33
1205;aniline__tetramethylene oxide;33
1206;nitrobenzene__cyclohexane;33
1207;1-pentanol__o-chlorotoluene;33
1208;methoxybenzene__3-methyl-1-butanol;33
1209;1,2-dichloroethane__phenylacetonitrile;33
1210;acetonitrile__tetrahydrofuran;33
1211;2-butoxyethanol__1-butanol, 3-methyl-;33
1212;butylamine__2-methyl-2-pentanol;33
1213;nitrobenzene__benzyl acetate;33
1214;decyltrimethylammonium bromide__water;33
1215;ethanol__methoxybenzene;33
1216;1,1,2,2-tetrachloroethane__methoxybenzene;33
1217;1,2-ethanediamine__1,4-dioxane;33
1218;ethanol__hexanal;33
1219;N-ethylaniline__tetramethylene oxide;33
1220;formamide__acetophenone;33
1221;methyl benzoate__cyclohexane;33
1222;methylcyclohexane__N-methylpiperazine;33
1223;methyl methanoate__chlorobenzene;33
1224;propenenitrile__4-methoxybenzaldehyde;33
1225;methylchloroform__nitromethane;33
1226;cyclohexanone__2-hydroxyethyl methacrylate;33
1227;1,2-propanediol__1,2-ethanediol;33
1228;methacrylic acid__ethyl 4-oxahexanoate;33
1229;methacrylic acid__1-methoxy-2-propanol;33
1230;diethyl oxalate__methoxybenzene;33
1231;acetophenone__1-octanol;33
1232;phenylmethylamine__tetramethylene oxide;33
1233;2-methyl-1-propanol__methylcyclohexane;33
1234;1-propanol__o-chlorotoluene;33
1235;nitromethane__butane, 1,4-dichloro-;33
1236;1,2-dichloroethane__1,4-dioxane;33
1237;acetonitrile__1,3-dioxolane;33
1238;aniline__isopropyl ether;33
1239;aniline, N,N-diethyl-__isopropyl ether;33
1240;phenylacetonitrile__tetrachloroethane;33
1241;toluene__methyl 4-chlorobutyrate;33
1242;1,1,2-trichloroethane__phenylacetonitrile;33
1243;ethanol__nonanal;33
1244;ethyl cyanoacetate__phenylacetonitrile;33
1245;1-propanol__methylcyclohexane;33
1246;pentane__propyl methanoate;33
1247;dimethylglycol__heptane;33
1248;isopropyl ether__m-aminochlorobenzene;33
1249;formamide__2-methoxyethanol;33
1250;1-methoxy-2-propanol__2-hydroxyethyl methacrylate;33
1251;ethanol__ethyl 2-methylbutyrate;33
1252;1,4-dimethylbenzene__methyl 4-chlorobutyrate;33
1253;1,4-dioxane__monoethanolamine;33
1254;1,3-dimethylbenzene__methyl 4-chlorobutyrate;33
1255;chlorobenzene__propyl methanoate;32
1256;1,2-dichloroethane__1-decanol;32
1257;1-propanol__isopropyl ether;32
1258;benzene__dimethyl carbonate;32
1259;2-methylphenol__1-nonanol;32
1260;pentylcarbinol__tetrachloroethene;32
1261;methyl phenyl ether__1-nonanol;32
1262;ethyl methanoate__1,3-dichloropropane;32
1263;3-methylphenol__1-nonanol;32
1264;carbon tetrachloride__diethyl sulfoxide;32
1265;ethyl methanoate__1,5-dichloropentane;32
1266;2-heptanone__N-butylbutanamine;32
1267;nitrobenzene__propyl methanoate;32
1268;chlorobenzene__ethyl methanoate;32
1269;4-methylphenol__1-nonanol;32
1270;ethane, 1,2-dibromo-__pentylcarbinol;32
1271;1,2-dibromoethane__1-decanol;32
1272;toluene__dimethyl carbonate;32
1273;diethanolamine__N-methyl-2-pyrrolidone;32
1274;chlorobenzene__benzyl acetate;32
1275;1-decanol__tetrachloroethene;32
1276;ethylene chloride__pentylcarbinol;32
1277;1,2-dichloroethane__ethyl methanoate;31
1278;1,3-dimethylbenzene__hexane;31
1279;N,N-dimethylacetamide__water;31
1280;ethyl methanoate__1,4-dichlorobutane;31
1281;propyl methanoate__1,3-dichloropropane;31
1282;sarcosine__water;31
1283;ethyl methanoate__1,6-dichlorohexane;31
1284;1,2-dichloroethane__propyl methanoate;31
1285;n-decane__n-octadecane;30
1286;N,N'-diethylurea__water;30
1287;1-butanol__2,6-diaminotoluene;30
1288;xylitol__water;30
1289;1-pentanol__bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-;30
1290;ethyl alcohol__N-phenylbenzohydroxamic acid;30
1291;propyl alcohol__1-naphthol;30
1292;1-butanol__ethyl ethanoate;30
1293;1,2-propanediol__1-heptanol;30
1294;L-alanyl-L-alanine__water;30
