;Mixture;Count
0;1-butanol__1,4-butanediol;130
1;1,4-butanediol__water;109
2;N-methyldiethanolamine__diethanolamine;99
3;1,2-propanediol__water;85
4;1,2-ethanediol__water;79
5;1,3-propanediol__water;64
6;1,2-hexanediol__water;53
7;methanol__benzylamine;42
8;1-propanol__benzylamine;39
9;1-pentanol__benzylamine;39
10;benzylamine__heptane;14
11;N-methyl-2-pyrrolidone__water;1
