;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
542620;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.0;298.15;101.0;1305.39;1.0
542621;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.051;298.15;101.0;1296.33;1.0
542622;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.111;298.15;101.0;1282.67;1.0
542623;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.199;298.15;101.0;1260.46;1.0
542624;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.297;298.15;101.0;1235.47;1.0
542625;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.394;298.15;101.0;1209.42;1.0
542626;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.5;298.15;101.0;1180.08;1.0
542627;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.591;298.15;101.0;1155.22;1.0
542628;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.7;298.15;101.0;1124.68;1.0
542629;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.799;298.15;101.0;1095.27;1.0
542630;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.898;298.15;101.0;1066.02;1.0
542631;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.949;298.15;101.0;1050.25;1.0
542632;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;1.0;298.15;101.0;1036.94;1.0
542633;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.0;300.65;101.0;1295.34;1.0
542634;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.051;300.65;101.0;1286.11;1.0
542635;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.111;300.65;101.0;1272.23;1.0
542636;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.199;300.65;101.0;1249.9;1.0
542637;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.297;300.65;101.0;1224.8;1.0
542638;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.394;300.65;101.0;1198.66;1.0
542639;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.5;300.65;101.0;1169.24;1.0
542640;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.591;300.65;101.0;1144.19;1.0
542641;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.7;300.65;101.0;1113.53;1.0
542642;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.799;300.65;101.0;1083.98;1.0
542643;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.898;300.65;101.0;1054.61;1.0
542644;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.949;300.65;101.0;1038.82;1.0
542645;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;1.0;300.65;101.0;1025.42;1.0
542646;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.0;303.15;101.0;1285.42;1.0
542647;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.051;303.15;101.0;1275.86;1.0
542648;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.111;303.15;101.0;1261.84;1.0
542649;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.199;303.15;101.0;1239.41;1.0
542650;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.297;303.15;101.0;1214.17;1.0
542651;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.394;303.15;101.0;1187.92;1.0
542652;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.5;303.15;101.0;1158.41;1.0
542653;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.591;303.15;101.0;1133.21;1.0
542654;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.7;303.15;101.0;1102.4;1.0
542655;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.799;303.15;101.0;1072.77;1.0
542656;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.898;303.15;101.0;1043.26;1.0
542657;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.949;303.15;101.0;1027.42;1.0
542658;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;1.0;303.15;101.0;1013.9;1.0
542659;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.0;305.65;101.0;1275.64;1.0
542660;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.051;305.65;101.0;1265.66;1.0
542661;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.111;305.65;101.0;1251.46;1.0
542662;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.199;305.65;101.0;1228.94;1.0
542663;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.297;305.65;101.0;1203.55;1.0
542664;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.394;305.65;101.0;1177.26;1.0
542665;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.5;305.65;101.0;1147.62;1.0
542666;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.591;305.65;101.0;1122.29;1.0
542667;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.7;305.65;101.0;1091.27;1.0
542668;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.799;305.65;101.0;1061.59;1.0
542669;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.898;305.65;101.0;1031.93;1.0
542670;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.949;305.65;101.0;1016.04;1.0
542671;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;1.0;305.65;101.0;1002.41;1.0
542672;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.0;308.15;101.0;1266.13;1.0
542673;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.051;308.15;101.0;1255.6;1.0
542674;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.111;308.15;101.0;1241.16;1.0
542675;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.199;308.15;101.0;1218.54;1.0
542676;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.297;308.15;101.0;1193.01;1.0
542677;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.394;308.15;101.0;1166.63;1.0
542678;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.5;308.15;101.0;1136.87;1.0
542679;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.591;308.15;101.0;1111.43;1.0
542680;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.7;308.15;101.0;1080.23;1.0
542681;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.799;308.15;101.0;1050.46;1.0
542682;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.898;308.15;101.0;1020.65;1.0
542683;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.949;308.15;101.0;1004.7;1.0
542684;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;1.0;308.15;101.0;990.99;1.0
542685;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.0;310.65;101.0;1256.41;1.0
542686;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.051;310.65;101.0;1245.59;1.0
542687;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.111;310.65;101.0;1230.93;1.0
542688;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.199;310.65;101.0;1208.16;1.0
542689;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.297;310.65;101.0;1182.58;1.0
542690;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.394;310.65;101.0;1156.08;1.0
542691;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.5;310.65;101.0;1126.21;1.0
542692;j.fluid.2008.03.004;1,4-dimethylbenzene;methyl tert-butyl ether;Cc1ccc(C)cc1;COC(C)(C)C;106-42-3;1634-04-4;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;1,4-dimethylbenzene__methyl tert-butyl ether;0.591;310.65;101.0;1100.62;1.0
