;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Excess molar enthalpy (molar enthalpy of mixing), kJ/mol;Excess molar enthalpy (molar enthalpy of mixing), kJ/mol_std
21478;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.0703;318.15;101.0;0.3576;0.0001
21479;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.154;318.15;101.0;0.7379;0.0001
21480;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.2369;318.15;101.0;1.0418;0.0001
21481;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.3018;318.15;101.0;1.2373;0.0001
21482;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.3693;318.15;101.0;1.384;0.0001
21483;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.4258;318.15;101.0;1.4654;0.0001
21484;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.4809;318.15;101.0;1.5144;0.0001
21485;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.5084;318.15;101.0;1.519;0.0001
21486;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.5258;318.15;101.0;1.5206;0.0001
21487;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.5447;318.15;101.0;1.5121;0.0001
21488;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.586;318.15;101.0;1.4779;0.0001
21489;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.6301;318.15;101.0;1.4205;0.0001
21490;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.6752;318.15;101.0;1.3368;0.0001
21491;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.7232;318.15;101.0;1.2334;0.0001
21492;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.7744;318.15;101.0;1.0832;0.0001
21493;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.8241;318.15;101.0;0.8991;0.0001
21494;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.8704;318.15;101.0;0.7031;0.0001
21495;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.9177;318.15;101.0;0.4702;0.0001
21496;j.jct.2004.12.014;heptane;methyl propanoate;CCCCCCC;CCC(=O)OC;142-82-5;554-12-1;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;heptane__methyl propanoate;0.9639;318.15;101.0;0.2247;0.0001
21514;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.084;318.15;101.0;0.4626;0.0001
21515;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.1528;318.15;101.0;0.794;0.0001
21516;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.2279;318.15;101.0;1.094;0.0001
21517;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.2957;318.15;101.0;1.3111;0.0001
21518;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.3549;318.15;101.0;1.4628;0.0001
21519;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.4111;318.15;101.0;1.5709;0.0001
21520;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.4611;318.15;101.0;1.636;0.0001
21521;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.5059;318.15;101.0;1.6742;0.0001
21522;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.546;318.15;101.0;1.6827;0.0001
21523;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.5832;318.15;101.0;1.6708;0.0001
21524;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.6314;318.15;101.0;1.6151;0.0001
21525;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.6645;318.15;101.0;1.5529;0.0001
21526;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.7099;318.15;101.0;1.4451;0.0001
21527;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.7579;318.15;101.0;1.3031;0.0001
21528;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.808;318.15;101.0;1.1203;0.0001
21529;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.8604;318.15;101.0;0.8891;0.0001
21530;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.9122;318.15;101.0;0.6206;0.0001
21531;j.jct.2004.12.014;nonane;methyl propanoate;CCCCCCCCC;CCC(=O)OC;111-84-2;554-12-1;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;nonane__methyl propanoate;0.9599;318.15;101.0;0.3217;0.0001
21549;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.0844;318.15;101.0;0.4929;0.0001
21550;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.1733;318.15;101.0;0.9161;0.0001
21551;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.2574;318.15;101.0;1.2559;0.0001
21552;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.327;318.15;101.0;1.4869;0.0001
21553;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.3915;318.15;101.0;1.6465;0.0001
21554;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.4431;318.15;101.0;1.7393;0.0001
21555;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.4953;318.15;101.0;1.8056;0.0001
21556;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.5414;318.15;101.0;1.825;0.0001
21557;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.5798;318.15;101.0;1.816;0.0001
21558;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.6125;318.15;101.0;1.7912;0.0001
21559;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.6312;318.15;101.0;1.7638;0.0001
21560;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.6661;318.15;101.0;1.6988;0.0001
21561;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.7078;318.15;101.0;1.5977;0.0001
21562;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.7509;318.15;101.0;1.4557;0.0001
21563;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.7942;318.15;101.0;1.2847;0.0001
21564;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.8346;318.15;101.0;1.0998;0.0001
21565;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.8799;318.15;101.0;0.88;0.0001
21566;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.9235;318.15;101.0;0.6213;0.0001
21567;j.jct.2004.12.014;methyl propanoate;undecane;CCC(=O)OC;CCCCCCCCCCC;554-12-1;61193-21-3;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;methyl propanoate__undecane;0.9624;318.15;101.0;0.3328;0.0001
21585;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.1102;318.15;101.0;0.6341;0.0001
21586;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.2079;318.15;101.0;1.1035;0.0001
21587;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.298;318.15;101.0;1.4582;0.0001
21588;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.3751;318.15;101.0;1.7041;0.0001
21589;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.4404;318.15;101.0;1.8426;0.0001
21590;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.4912;318.15;101.0;1.9131;0.0001
21591;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.5388;318.15;101.0;1.9446;0.0001
21592;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.5843;318.15;101.0;1.9493;0.0001
21593;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.624;318.15;101.0;1.9198;0.0001
21594;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.6309;318.15;101.0;1.9093;0.0001
21595;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.6687;318.15;101.0;1.8418;0.0001
21596;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.7493;318.15;101.0;1.5993;0.0001
21597;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.7925;318.15;101.0;1.4064;0.0001
21598;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.8368;318.15;101.0;1.1829;0.0001
21599;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.8813;318.15;101.0;0.9383;0.0001
21600;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.9269;318.15;101.0;0.6357;0.0001
21601;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.7093;318.15;101.0;1.7342;0.0001
21602;j.jct.2004.12.014;methyl propanoate;tridecane;CCC(=O)OC;CCCCCCCCCCCCC;554-12-1;629-50-5;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=IIYFAKIEWZDVMP-UHFFFAOYSA-N;methyl propanoate__tridecane;0.9664;318.15;101.0;0.3177;0.0001
21620;j.jct.2004.12.014;methyl propanoate;pentadecane;CCC(=O)OC;CCCCCCCCCCCCCCC;554-12-1;629-62-9;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=YCOZIPAWZNQLMR-UHFFFAOYSA-N;methyl propanoate__pentadecane;0.125;318.15;101.0;0.7183;0.0001
21621;j.jct.2004.12.014;methyl propanoate;pentadecane;CCC(=O)OC;CCCCCCCCCCCCCCC;554-12-1;629-62-9;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=YCOZIPAWZNQLMR-UHFFFAOYSA-N;methyl propanoate__pentadecane;0.233;318.15;101.0;1.2393;0.0001
21622;j.jct.2004.12.014;methyl propanoate;pentadecane;CCC(=O)OC;CCCCCCCCCCCCCCC;554-12-1;629-62-9;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=YCOZIPAWZNQLMR-UHFFFAOYSA-N;methyl propanoate__pentadecane;0.3463;318.15;101.0;1.6641;0.0001
21623;j.jct.2004.12.014;methyl propanoate;pentadecane;CCC(=O)OC;CCCCCCCCCCCCCCC;554-12-1;629-62-9;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=YCOZIPAWZNQLMR-UHFFFAOYSA-N;methyl propanoate__pentadecane;0.435;318.15;101.0;1.9132;0.0001
21624;j.jct.2004.12.014;methyl propanoate;pentadecane;CCC(=O)OC;CCCCCCCCCCCCCCC;554-12-1;629-62-9;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=YCOZIPAWZNQLMR-UHFFFAOYSA-N;methyl propanoate__pentadecane;0.5058;318.15;101.0;2.0323;0.0001
21625;j.jct.2004.12.014;methyl propanoate;pentadecane;CCC(=O)OC;CCCCCCCCCCCCCCC;554-12-1;629-62-9;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=YCOZIPAWZNQLMR-UHFFFAOYSA-N;methyl propanoate__pentadecane;0.5584;318.15;101.0;2.0708;0.0001
21626;j.jct.2004.12.014;methyl propanoate;pentadecane;CCC(=O)OC;CCCCCCCCCCCCCCC;554-12-1;629-62-9;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=YCOZIPAWZNQLMR-UHFFFAOYSA-N;methyl propanoate__pentadecane;0.6021;318.15;101.0;2.0717;0.0001
21627;j.jct.2004.12.014;methyl propanoate;pentadecane;CCC(=O)OC;CCCCCCCCCCCCCCC;554-12-1;629-62-9;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=YCOZIPAWZNQLMR-UHFFFAOYSA-N;methyl propanoate__pentadecane;0.6368;318.15;101.0;2.0359;0.0001
21628;j.jct.2004.12.014;methyl propanoate;pentadecane;CCC(=O)OC;CCCCCCCCCCCCCCC;554-12-1;629-62-9;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=YCOZIPAWZNQLMR-UHFFFAOYSA-N;methyl propanoate__pentadecane;0.6819;318.15;101.0;1.9485;0.0001
21629;j.jct.2004.12.014;methyl propanoate;pentadecane;CCC(=O)OC;CCCCCCCCCCCCCCC;554-12-1;629-62-9;InChIKey=RJUFJBKOKNCXHH-UHFFFAOYSA-N;InChIKey=YCOZIPAWZNQLMR-UHFFFAOYSA-N;methyl propanoate__pentadecane;0.7197;318.15;101.0;1.8388;0.0001
