;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Activity coefficient;Activity coefficient_std
282409;j.jct.2012.06.009;hexadecanoic acid;cyclohexane;CCCCCCCCCCCCCCCC(O)=O;C1CCCCC1;67701-02-4;25012-93-5;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;hexadecanoic acid__cyclohexane;0.0;358.22;101.0;1.011;0.04044
282410;j.jct.2012.06.009;hexadecanoic acid;ethylbenzene;CCCCCCCCCCCCCCCC(O)=O;CCc1ccccc1;67701-02-4;70955-17-8;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;hexadecanoic acid__ethylbenzene;0.0;340.19;101.0;1.039;0.04156
282411;j.jct.2012.06.009;hexadecanoic acid;ethylbenzene;CCCCCCCCCCCCCCCC(O)=O;CCc1ccccc1;67701-02-4;70955-17-8;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;hexadecanoic acid__ethylbenzene;0.0;348.01;101.0;1.048;0.04192
282412;j.jct.2012.06.009;hexadecanoic acid;ethylbenzene;CCCCCCCCCCCCCCCC(O)=O;CCc1ccccc1;67701-02-4;70955-17-8;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;hexadecanoic acid__ethylbenzene;0.0;358.22;101.0;1.057;0.04228
282413;j.jct.2012.06.009;hexadecanoic acid;methanol;CCCCCCCCCCCCCCCC(O)=O;CO;67701-02-4;54841-71-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;hexadecanoic acid__methanol;0.0;340.17;101.0;2.088;0.08352
282414;j.jct.2012.06.009;hexadecanoic acid;methanol;CCCCCCCCCCCCCCCC(O)=O;CO;67701-02-4;54841-71-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;hexadecanoic acid__methanol;0.0;347.93;101.0;1.935;0.0774
282415;j.jct.2012.06.009;hexadecanoic acid;methanol;CCCCCCCCCCCCCCCC(O)=O;CO;67701-02-4;54841-71-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;hexadecanoic acid__methanol;0.0;358.23;101.0;1.798;0.07192
282416;j.jct.2012.06.009;hexadecanoic acid;ethyl alcohol;CCCCCCCCCCCCCCCC(O)=O;CCO;67701-02-4;121182-78-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;hexadecanoic acid__ethyl alcohol;0.0;340.19;101.0;1.927;0.07708
282417;j.jct.2012.06.009;hexadecanoic acid;ethyl alcohol;CCCCCCCCCCCCCCCC(O)=O;CCO;67701-02-4;121182-78-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;hexadecanoic acid__ethyl alcohol;0.0;348.01;101.0;1.802;0.07208
282418;j.jct.2012.06.009;hexadecanoic acid;ethyl alcohol;CCCCCCCCCCCCCCCC(O)=O;CCO;67701-02-4;121182-78-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;hexadecanoic acid__ethyl alcohol;0.0;358.23;101.0;1.624;0.06496
282419;j.jct.2012.06.009;hexadecanoic acid;1-propanol;CCCCCCCCCCCCCCCC(O)=O;CCCO;67701-02-4;71-23-8;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;hexadecanoic acid__propan-1-ol;0.0;340.19;101.0;1.735;0.0694
282420;j.jct.2012.06.009;hexadecanoic acid;1-propanol;CCCCCCCCCCCCCCCC(O)=O;CCCO;67701-02-4;71-23-8;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;hexadecanoic acid__propan-1-ol;0.0;348.01;101.0;1.627;0.06508
282421;j.jct.2012.06.009;hexadecanoic acid;1-propanol;CCCCCCCCCCCCCCCC(O)=O;CCCO;67701-02-4;71-23-8;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;hexadecanoic acid__propan-1-ol;0.0;358.32;101.0;1.5;0.06
282422;j.jct.2012.06.009;hexadecanoic acid;1-butanol;CCCCCCCCCCCCCCCC(O)=O;CCCCO;67701-02-4;107569-51-7;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;hexadecanoic acid__1-butanol;0.0;340.19;101.0;1.647;0.06588
282423;j.jct.2012.06.009;hexadecanoic acid;1-butanol;CCCCCCCCCCCCCCCC(O)=O;CCCCO;67701-02-4;107569-51-7;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;hexadecanoic acid__1-butanol;0.0;348.01;101.0;1.555;0.0622
282424;j.jct.2012.06.009;hexadecanoic acid;1-butanol;CCCCCCCCCCCCCCCC(O)=O;CCCCO;67701-02-4;107569-51-7;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;hexadecanoic acid__1-butanol;0.0;358.32;101.0;1.43;0.0572
282425;j.jct.2012.06.009;hexadecanoic acid;2-propanol;CCCCCCCCCCCCCCCC(O)=O;CC(C)O;67701-02-4;8013-70-5;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;hexadecanoic acid__2-propanol;0.0;340.19;101.0;1.468;0.05872
282426;j.jct.2012.06.009;hexadecanoic acid;2-propanol;CCCCCCCCCCCCCCCC(O)=O;CC(C)O;67701-02-4;8013-70-5;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;hexadecanoic acid__2-propanol;0.0;348.01;101.0;1.408;0.05632
282427;j.jct.2012.06.009;hexadecanoic acid;2-propanol;CCCCCCCCCCCCCCCC(O)=O;CC(C)O;67701-02-4;8013-70-5;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;hexadecanoic acid__2-propanol;0.0;358.32;101.0;1.291;0.05164
282428;j.jct.2012.06.009;hexadecanoic acid;butan-2-ol;CCCCCCCCCCCCCCCC(O)=O;CCC(C)O;67701-02-4;4221-99-2;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;hexadecanoic acid__butan-2-ol;0.0;340.19;101.0;1.258;0.05032
282429;j.jct.2012.06.009;hexadecanoic acid;butan-2-ol;CCCCCCCCCCCCCCCC(O)=O;CCC(C)O;67701-02-4;4221-99-2;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;hexadecanoic acid__butan-2-ol;0.0;348.01;101.0;1.199;0.04796
282430;j.jct.2012.06.009;hexadecanoic acid;butan-2-ol;CCCCCCCCCCCCCCCC(O)=O;CCC(C)O;67701-02-4;4221-99-2;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;hexadecanoic acid__butan-2-ol;0.0;358.32;101.0;1.116;0.04464
282431;j.jct.2012.06.009;hexadecanoic acid;chloroform;CCCCCCCCCCCCCCCC(O)=O;ClC(Cl)Cl;67701-02-4;67-66-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;hexadecanoic acid__methane, trichloro-;0.0;340.19;101.0;0.748;0.02992
282432;j.jct.2012.06.009;hexadecanoic acid;chloroform;CCCCCCCCCCCCCCCC(O)=O;ClC(Cl)Cl;67701-02-4;67-66-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;hexadecanoic acid__methane, trichloro-;0.0;348.01;101.0;0.739;0.02956
282433;j.jct.2012.06.009;hexadecanoic acid;chloroform;CCCCCCCCCCCCCCCC(O)=O;ClC(Cl)Cl;67701-02-4;67-66-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;hexadecanoic acid__methane, trichloro-;0.0;358.22;101.0;0.759;0.03036
282434;j.jct.2012.06.009;hexadecanoic acid;ethene, trichloro-;CCCCCCCCCCCCCCCC(O)=O;ClC=C(Cl)Cl;67701-02-4;52037-46-4;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;hexadecanoic acid__ethene, trichloro-;0.0;340.19;101.0;0.831;0.03324
282435;j.jct.2012.06.009;hexadecanoic acid;ethene, trichloro-;CCCCCCCCCCCCCCCC(O)=O;ClC=C(Cl)Cl;67701-02-4;52037-46-4;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;hexadecanoic acid__ethene, trichloro-;0.0;348.01;101.0;0.826;0.03304
282436;j.jct.2012.06.009;hexadecanoic acid;ethene, trichloro-;CCCCCCCCCCCCCCCC(O)=O;ClC=C(Cl)Cl;67701-02-4;52037-46-4;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;hexadecanoic acid__ethene, trichloro-;0.0;358.22;101.0;0.831;0.03324
282437;j.jct.2012.06.009;hexadecanoic acid;monochlorobenzene;CCCCCCCCCCCCCCCC(O)=O;Clc1ccccc1;67701-02-4;68411-45-0;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;hexadecanoic acid__monochlorobenzene;0.0;340.19;101.0;0.974;0.03896
282438;j.jct.2012.06.009;hexadecanoic acid;monochlorobenzene;CCCCCCCCCCCCCCCC(O)=O;Clc1ccccc1;67701-02-4;68411-45-0;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;hexadecanoic acid__monochlorobenzene;0.0;348.01;101.0;0.957;0.03828
282439;j.jct.2012.06.009;hexadecanoic acid;monochlorobenzene;CCCCCCCCCCCCCCCC(O)=O;Clc1ccccc1;67701-02-4;68411-45-0;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;hexadecanoic acid__monochlorobenzene;0.0;358.22;101.0;0.974;0.03896
282443;j.jct.2012.06.009;hexadecanoic acid;.alpha.-chlorotoluene;CCCCCCCCCCCCCCCC(O)=O;ClCc1ccccc1;67701-02-4;27987-13-9;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=KCXMKQUNVWSEMD-UHFFFAOYSA-N;hexadecanoic acid__.alpha.-chlorotoluene;0.0;348.01;101.0;1.62;0.0648
282444;j.jct.2012.06.009;hexadecanoic acid;.alpha.-chlorotoluene;CCCCCCCCCCCCCCCC(O)=O;ClCc1ccccc1;67701-02-4;27987-13-9;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=KCXMKQUNVWSEMD-UHFFFAOYSA-N;hexadecanoic acid__.alpha.-chlorotoluene;0.0;358.22;101.0;1.569;0.06276
282445;j.jct.2012.06.009;hexadecanoic acid;ethyl ethanoate;CCCCCCCCCCCCCCCC(O)=O;CCOC(C)=O;67701-02-4;141-78-6;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;hexadecanoic acid__ethyl ethanoate;0.0;340.19;101.0;1.282;0.05128
282446;j.jct.2012.06.009;hexadecanoic acid;ethyl ethanoate;CCCCCCCCCCCCCCCC(O)=O;CCOC(C)=O;67701-02-4;141-78-6;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;hexadecanoic acid__ethyl ethanoate;0.0;347.93;101.0;1.201;0.04804
282447;j.jct.2012.06.009;hexadecanoic acid;ethyl ethanoate;CCCCCCCCCCCCCCCC(O)=O;CCOC(C)=O;67701-02-4;141-78-6;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;hexadecanoic acid__ethyl ethanoate;0.0;358.22;101.0;1.156;0.04624
282448;j.jct.2012.06.009;hexadecanoic acid;dimethyl ketone;CCCCCCCCCCCCCCCC(O)=O;CC(C)=O;67701-02-4;67-64-1;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;hexadecanoic acid__dimethyl ketone;0.0;340.19;101.0;1.494;0.05976
282449;j.jct.2012.06.009;hexadecanoic acid;dimethyl ketone;CCCCCCCCCCCCCCCC(O)=O;CC(C)=O;67701-02-4;67-64-1;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;hexadecanoic acid__dimethyl ketone;0.0;348.01;101.0;1.417;0.05668
282450;j.jct.2012.06.009;hexadecanoic acid;dimethyl ketone;CCCCCCCCCCCCCCCC(O)=O;CC(C)=O;67701-02-4;67-64-1;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;hexadecanoic acid__dimethyl ketone;0.0;358.23;101.0;1.325;0.053
282451;j.jct.2012.06.009;hexadecanoic acid;dimethyl ketone;CCCCCCCCCCCCCCCC(O)=O;CC(C)=O;67701-02-4;67-64-1;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;hexadecanoic acid__dimethyl ketone;0.0;340.17;101.0;1.494;0.05976
282452;j.jct.2012.06.009;hexadecanoic acid;dimethyl ketone;CCCCCCCCCCCCCCCC(O)=O;CC(C)=O;67701-02-4;67-64-1;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;hexadecanoic acid__dimethyl ketone;0.0;347.93;101.0;1.41;0.0564
282453;j.jct.2012.06.009;hexadecanoic acid;dimethyl ketone;CCCCCCCCCCCCCCCC(O)=O;CC(C)=O;67701-02-4;67-64-1;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;hexadecanoic acid__dimethyl ketone;0.0;358.32;101.0;1.342;0.05368
282454;j.jct.2012.06.009;hexadecanoic acid;methoxybenzene;CCCCCCCCCCCCCCCC(O)=O;COc1ccccc1;67701-02-4;100-66-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;hexadecanoic acid__benzene, methoxy-;0.0;340.19;101.0;1.303;0.05212
282455;j.jct.2012.06.009;hexadecanoic acid;methoxybenzene;CCCCCCCCCCCCCCCC(O)=O;COc1ccccc1;67701-02-4;100-66-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;hexadecanoic acid__benzene, methoxy-;0.0;348.01;101.0;1.278;0.05112
282456;j.jct.2012.06.009;hexadecanoic acid;methoxybenzene;CCCCCCCCCCCCCCCC(O)=O;COc1ccccc1;67701-02-4;100-66-3;InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;hexadecanoic acid__benzene, methoxy-;0.0;358.22;101.0;1.253;0.05012
310891;j.jct.2012.12.009;n-octadecanoic acid;hexane;CCCCCCCCCCCCCCCCCC(O)=O;CCCCCC;609343-71-7;92112-69-1;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;n-octadecanoic acid__n-hexane;0.0;349.47;101.0;1.258;0.05032
310892;j.jct.2012.12.009;n-octadecanoic acid;hexane;CCCCCCCCCCCCCCCCCC(O)=O;CCCCCC;609343-71-7;92112-69-1;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;n-octadecanoic acid__n-hexane;0.0;358.4;101.0;1.239;0.04956
310893;j.jct.2012.12.009;n-octadecanoic acid;hexane;CCCCCCCCCCCCCCCCCC(O)=O;CCCCCC;609343-71-7;92112-69-1;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;n-octadecanoic acid__n-hexane;0.0;368.13;101.0;1.186;0.04744
310894;j.jct.2012.12.009;n-octadecanoic acid;heptane;CCCCCCCCCCCCCCCCCC(O)=O;CCCCCCC;609343-71-7;142-82-5;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;n-octadecanoic acid__n-heptane;0.0;349.47;101.0;1.346;0.05384
310895;j.jct.2012.12.009;n-octadecanoic acid;heptane;CCCCCCCCCCCCCCCCCC(O)=O;CCCCCCC;609343-71-7;142-82-5;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;n-octadecanoic acid__n-heptane;0.0;358.4;101.0;1.332;0.05328
310896;j.jct.2012.12.009;n-octadecanoic acid;heptane;CCCCCCCCCCCCCCCCCC(O)=O;CCCCCCC;609343-71-7;142-82-5;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;n-octadecanoic acid__n-heptane;0.0;368.13;101.0;1.279;0.05116
310897;j.jct.2012.12.009;n-octadecanoic acid;2,2,4-trimethylpentane;CCCCCCCCCCCCCCCCCC(O)=O;CC(C)CC(C)(C)C;609343-71-7;31921-36-5;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;n-octadecanoic acid__2,2,4-trimethylpentane;0.0;349.47;101.0;1.419;0.05676
310898;j.jct.2012.12.009;n-octadecanoic acid;2,2,4-trimethylpentane;CCCCCCCCCCCCCCCCCC(O)=O;CC(C)CC(C)(C)C;609343-71-7;31921-36-5;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;n-octadecanoic acid__2,2,4-trimethylpentane;0.0;358.4;101.0;1.407;0.05628
310899;j.jct.2012.12.009;n-octadecanoic acid;2,2,4-trimethylpentane;CCCCCCCCCCCCCCCCCC(O)=O;CC(C)CC(C)(C)C;609343-71-7;31921-36-5;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;n-octadecanoic acid__2,2,4-trimethylpentane;0.0;368.19;101.0;1.365;0.0546
310900;j.jct.2012.12.009;n-octadecanoic acid;2,2,4-trimethylpentane;CCCCCCCCCCCCCCCCCC(O)=O;CC(C)CC(C)(C)C;609343-71-7;31921-36-5;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;n-octadecanoic acid__2,2,4-trimethylpentane;0.0;368.13;101.0;1.354;0.05416
310901;j.jct.2012.12.009;n-octadecanoic acid;1-hexene;CCCCCCCCCCCCCCCCCC(O)=O;CCCCC=C;609343-71-7;153522-12-4;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;n-octadecanoic acid__1-hexene;0.0;349.47;101.0;1.151;0.04604
310902;j.jct.2012.12.009;n-octadecanoic acid;1-hexene;CCCCCCCCCCCCCCCCCC(O)=O;CCCCC=C;609343-71-7;153522-12-4;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;n-octadecanoic acid__1-hexene;0.0;358.4;101.0;1.134;0.04536
310903;j.jct.2012.12.009;n-octadecanoic acid;1-hexene;CCCCCCCCCCCCCCCCCC(O)=O;CCCCC=C;609343-71-7;153522-12-4;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;n-octadecanoic acid__1-hexene;0.0;368.13;101.0;1.085;0.0434
310904;j.jct.2012.12.009;n-octadecanoic acid;toluene;CCCCCCCCCCCCCCCCCC(O)=O;Cc1ccccc1;609343-71-7;3101-08-4;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;n-octadecanoic acid__methylbenzene;0.0;349.47;101.0;0.903;0.03612
310905;j.jct.2012.12.009;n-octadecanoic acid;toluene;CCCCCCCCCCCCCCCCCC(O)=O;Cc1ccccc1;609343-71-7;3101-08-4;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;n-octadecanoic acid__methylbenzene;0.0;358.39;101.0;0.892;0.03568
310906;j.jct.2012.12.009;n-octadecanoic acid;toluene;CCCCCCCCCCCCCCCCCC(O)=O;Cc1ccccc1;609343-71-7;3101-08-4;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;n-octadecanoic acid__methylbenzene;0.0;368.13;101.0;0.872;0.03488
310907;j.jct.2012.12.009;n-octadecanoic acid;toluene;CCCCCCCCCCCCCCCCCC(O)=O;Cc1ccccc1;609343-71-7;3101-08-4;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;n-octadecanoic acid__methylbenzene;0.0;349.48;101.0;0.869;0.03476
310908;j.jct.2012.12.009;n-octadecanoic acid;cyclohexane;CCCCCCCCCCCCCCCCCC(O)=O;C1CCCCC1;609343-71-7;25012-93-5;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;n-octadecanoic acid__cyclohexane;0.0;349.47;101.0;0.985;0.0394
310909;j.jct.2012.12.009;n-octadecanoic acid;cyclohexane;CCCCCCCCCCCCCCCCCC(O)=O;C1CCCCC1;609343-71-7;25012-93-5;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;n-octadecanoic acid__cyclohexane;0.0;358.4;101.0;0.968;0.03872
310910;j.jct.2012.12.009;n-octadecanoic acid;cyclohexane;CCCCCCCCCCCCCCCCCC(O)=O;C1CCCCC1;609343-71-7;25012-93-5;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;n-octadecanoic acid__cyclohexane;0.0;368.19;101.0;0.959;0.03836
310911;j.jct.2012.12.009;n-octadecanoic acid;ethylbenzene;CCCCCCCCCCCCCCCCCC(O)=O;CCc1ccccc1;609343-71-7;70955-17-8;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;n-octadecanoic acid__.alpha.-methyltoluene;0.0;349.47;101.0;1.029;0.04116
310912;j.jct.2012.12.009;n-octadecanoic acid;ethylbenzene;CCCCCCCCCCCCCCCCCC(O)=O;CCc1ccccc1;609343-71-7;70955-17-8;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;n-octadecanoic acid__.alpha.-methyltoluene;0.0;358.4;101.0;1.014;0.04056
310913;j.jct.2012.12.009;n-octadecanoic acid;ethylbenzene;CCCCCCCCCCCCCCCCCC(O)=O;CCc1ccccc1;609343-71-7;70955-17-8;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;n-octadecanoic acid__.alpha.-methyltoluene;0.0;368.13;101.0;0.982;0.03928
310914;j.jct.2012.12.009;n-octadecanoic acid;ethylbenzene;CCCCCCCCCCCCCCCCCC(O)=O;CCc1ccccc1;609343-71-7;70955-17-8;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;n-octadecanoic acid__.alpha.-methyltoluene;0.0;368.19;101.0;1.02;0.0408
310915;j.jct.2012.12.009;n-octadecanoic acid;methanol;CCCCCCCCCCCCCCCCCC(O)=O;CO;609343-71-7;54841-71-3;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;n-octadecanoic acid__methyl alcohol;0.0;349.48;101.0;1.964;0.07856
310916;j.jct.2012.12.009;n-octadecanoic acid;methanol;CCCCCCCCCCCCCCCCCC(O)=O;CO;609343-71-7;54841-71-3;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;n-octadecanoic acid__methyl alcohol;0.0;358.39;101.0;1.924;0.07696
310917;j.jct.2012.12.009;n-octadecanoic acid;methanol;CCCCCCCCCCCCCCCCCC(O)=O;CO;609343-71-7;54841-71-3;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;n-octadecanoic acid__methyl alcohol;0.0;368.13;101.0;1.751;0.07004
310918;j.jct.2012.12.009;n-octadecanoic acid;ethyl alcohol;CCCCCCCCCCCCCCCCCC(O)=O;CCO;609343-71-7;121182-78-3;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;n-octadecanoic acid__ethanol;0.0;349.48;101.0;1.811;0.07244
310919;j.jct.2012.12.009;n-octadecanoic acid;ethyl alcohol;CCCCCCCCCCCCCCCCCC(O)=O;CCO;609343-71-7;121182-78-3;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;n-octadecanoic acid__ethanol;0.0;358.39;101.0;1.713;0.06852
310920;j.jct.2012.12.009;n-octadecanoic acid;ethyl alcohol;CCCCCCCCCCCCCCCCCC(O)=O;CCO;609343-71-7;121182-78-3;InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;n-octadecanoic acid__ethanol;0.0;368.13;101.0;1.549;0.06196
